event	bunchCrossing	pdgid	mass	charge	pt	eta	phi	mothers	daughters
2608	-1	1009223	1801.05	0.0	1330.79	0.160662	-0.950425	-1009002,21	
2608	-1	1000993	1801.1	0.0	1331.48	-1.05233	2.19077	1009002,21,21	
2610	-1	1009113	1801.05	0.0	459.16	-2.32834	-0.575542	1009002,21,-4	
2610	-1	1092114	1801.38	0.0	158.154	2.47138	2.66058	1009002,21	
2612	-1	1009113	1801.05	0.0	198.052	3.40467	-0.970604	-1009002,21,21	
2612	-1	1009213	1801.05	-1.0	199.172	2.67489	2.16206	1009002,21,21,21	
2613	-1	1092224	1801.38	-2.0	307.819	-1.42473	-2.76765	-1009002,21	
2613	-1	1009223	1801.05	0.0	306.233	1.98307	0.367434	-1009002,2	
2614	-1	1009113	1801.05	0.0	552.076	-1.83228	-2.41127	-1009002,21,21	
2614	-1	1009113	1801.05	0.0	514.091	-0.0946341	0.370598	1009002,-1	
2616	-1	1000993	1801.1	0.0	679.671	-0.311923	2.81519	-1009002,1	
2616	-1	1009213	1801.05	-1.0	690.932	-1.71009	-0.339354	1009002,21,21	
2619	-1	1009213	1801.05	-1.0	1350.89	-0.0332737	-0.757607	-1009002,21	
2619	-1	1009113	1801.05	0.0	1358.6	0.188819	2.37492	1009002,21,21	
2625	-1	1009223	1801.05	0.0	567.513	-0.0873313	2.23631	-1009002,21	
2625	-1	1009213	1801.05	-1.0	611.285	-0.444899	-0.945552	-1009002,21	
2626	-1	1009113	1801.05	0.0	228.011	2.9382	-1.71681	1009002,21,21	
2626	-1	1009113	1801.05	0.0	244.303	1.74487	1.46819	-1009002,21	
2627	-1	1009223	1801.05	0.0	596.483	0.12953	2.22571	-1009002,21	
2627	-1	1009223	1801.05	0.0	546.785	0.105667	-1.30152	1009002,21	
2628	-1	1009113	1801.05	0.0	695.031	-0.378891	2.45277	-1009002,21	
2628	-1	1009313	1801.22	0.0	1040.76	-1.31375	-0.529741	-1009002,21,21	
2631	-1	1009113	1801.05	0.0	1003.22	-0.145328	2.32134	-1009002,21,21	
2631	-1	1009213	1801.05	1.0	981.518	0.925682	-0.79392	-1009002,21,21	
2632	-1	1009213	1801.05	1.0	1092.69	-1.04817	0.920534	1009002,21,21	
2632	-1	1092114	1801.38	0.0	1193.7	0.144717	-2.15341	1009002,21,21	
2634	-1	1000993	1801.1	0.0	539.979	-0.833024	0.716258	1009002,21	
2634	-1	1009313	1801.22	0.0	711.263	-0.582725	2.68833	1009002,21	
2637	-1	1000993	1801.1	0.0	920.335	1.44061	2.46507	1009002,21,21	
2637	-1	1009213	1801.05	-1.0	983.247	0.406842	-0.946292	-1009002,21,21	
2638	-1	1009213	1801.05	1.0	589.702	0.0258677	-0.856035	1009002,21,21	
2638	-1	1091114	1801.38	-1.0	640.673	0.967561	2.62543	1009002,21	
2641	-1	1009113	1801.05	0.0	964.282	-0.275416	-1.43163	-1009002,21,21	
2641	-1	1009213	1801.05	-1.0	919.825	0.630563	1.74561	1009002,21,21	
2645	-1	1009213	1801.05	-1.0	950.211	0.725506	-0.756512	1009002,21,21,21	
2645	-1	1009213	1801.05	1.0	964.533	0.32827	2.4077	-1009002,21,2	
2647	-1	1009213	1801.05	-1.0	983.225	1.69647	3.06441	-1009002,21,21	
2647	-1	1000993	1801.1	0.0	831.865	-0.19064	-0.338037	1009002,21	
2650	-1	1009213	1801.05	-1.0	795.714	-1.27916	1.94993	1009002,21	
2650	-1	1000993	1801.1	0.0	915.864	0.265582	-1.1638	1009002,21,21	
2652	-1	1000993	1801.1	0.0	690.899	1.41731	2.07193	1009002,21	
2652	-1	1009223	1801.05	0.0	521.214	-0.988146	-1.1919	1009002,21	
2653	-1	1009213	1801.05	-1.0	1663.9	-0.565618	-1.65944	-1009002,21	
2653	-1	1009113	1801.05	0.0	1657.55	0.366012	1.47555	1009002,21,21	
2656	-1	1009223	1801.05	0.0	582.166	0.940513	0.704075	1009002,21,21	
2656	-1	1009223	1801.05	0.0	636.706	-0.395818	-2.33785	-1009002,21	
2659	-1	1009213	1801.05	-1.0	906.84	1.68338	-2.40384	1009002,21,21	
2659	-1	1000993	1801.1	0.0	928.796	-0.0378542	0.727551	-1009002,21,21	
2662	-1	1009333	1801.4	0.0	850.325	1.54972	-0.0778321	1009002,21,21	
2662	-1	1093214	1801.55	0.0	845.683	0.884426	3.06583	-1009002,21,21	
2663	-1	1009223	1801.05	0.0	1100.08	0.130713	-0.705358	-1009002,21,21	
2663	-1	1092214	1801.38	1.0	1133.75	-1.16579	2.52659	1009002,21,21	
2664	-1	1092114	1801.38	0.0	710.166	1.27824	-2.39571	1009002,21,-1	
2664	-1	1000993	1801.1	0.0	725.145	0.843859	0.657172	-1009002,21,21	
2665	-1	1009223	1801.05	0.0	479.008	2.19076	-2.16099	1009002,-2	
2665	-1	1009213	1801.05	-1.0	510.167	0.158329	1.04801	-1009002,21	
2666	-1	1009213	1801.05	1.0	235.384	-2.91647	1.63336	-1009002,21,21	
2666	-1	1009113	1801.05	0.0	427.856	-1.80316	-1.5429	1009002,21,-3	
2668	-1	1009313	1801.22	0.0	1135.22	-1.13804	-0.703729	1009002,21,21	
2668	-1	1009323	1801.22	1.0	1100.53	0.000233211	2.35734	-1009002,21,21	
2669	-1	1092224	1801.38	-2.0	477.611	1.84681	0.029187	-1009002,4	
2669	-1	1009223	1801.05	0.0	553.236	-1.63549	2.79034	1009002,21	
2670	-1	1009113	1801.05	0.0	1709.51	0.686328	-1.10649	-1009002,21	
2670	-1	1009213	1801.23	-1.0	1036.38	1.55266	1.99728	1009002,-2	
2672	-1	1009323	1801.22	-1.0	1356.28	0.777191	2.83569	1009002,-1	
2672	-1	1000993	1801.1	0.0	1628.13	0.726818	-0.429857	1009002,21,21	
2673	-1	1009113	1801.05	0.0	635.591	-0.274259	-2.35139	-1009002,21,21,21	
2673	-1	1000993	1801.1	0.0	302.593	1.61365	1.41927	1009002,21	
2674	-1	1093214	1801.55	0.0	769.427	-0.155114	1.91859	-1009002,21	
2674	-1	1009313	1801.22	0.0	730.509	-1.64149	-1.15726	1009002,21	
2675	-1	1009213	1801.05	-1.0	564.245	-1.25428	-1.92531	-1009002,21	
2675	-1	1009213	1801.05	1.0	606.814	-1.38496	1.21014	1009002,21,21	
2676	-1	1009213	1801.05	1.0	547.073	0.347542	-1.52493	-1009002,21,21	
2676	-1	1092214	1801.38	1.0	622.082	-0.415136	1.44629	1009002,21,21,-3	
2678	-1	1009113	1801.05	0.0	752.914	1.07628	-0.354194	-1009002,21	
2678	-1	1009113	1801.05	0.0	776.286	-0.106964	2.78551	1009002,21,21	
2679	-1	1009323	1801.22	1.0	643.469	-0.83416	0.913832	1009002,21	
2679	-1	1009313	1801.22	0.0	665.437	0.0925427	-2.20076	-1009002,2	
2680	-1	1009213	1801.05	-1.0	1272.03	-1.44781	-0.228461	-1009002,21	
2680	-1	1009213	1801.05	-1.0	1195.89	-0.133569	2.93042	1009002,21,21	
2681	-1	1009313	1801.22	0.0	395.992	-0.547894	2.78702	1009002,21,21,21	
2681	-1	1009323	1801.22	1.0	377.165	-2.95249	-0.605865	-1009002,21,21	
2682	-1	1009313	1801.22	0.0	664.508	1.85776	-2.15521	-1009002,21	
2682	-1	1093114	1801.55	-1.0	652.363	1.7407	0.995157	1009002,21,21,21	
2685	-1	1009323	1801.22	1.0	1875.37	-0.35028	-2.41122	-1009002,21,21	
2685	-1	1009323	1801.22	1.0	1697.06	0.958603	0.665916	1009002,21,21	
2687	-1	1092214	1801.38	1.0	2963.87	-0.595805	-1.11719	1009002,21	
2687	-1	1000993	1801.1	0.0	2946.5	0.141337	2.08466	-1009002,2	
2688	-1	1009213	1801.05	-1.0	1224.1	1.57575	1.59144	-1009002,21,21,21	
2688	-1	1009213	1801.05	1.0	1225.97	0.866081	-1.54789	1009002,21,21	
2689	-1	1009323	1801.22	-1.0	1274.25	-0.620334	-2.64064	-1009002,21	
2689	-1	1009223	1801.05	0.0	1180.67	0.183966	0.566018	1009002,21	
2693	-1	1092114	1801.38	0.0	993.337	1.07033	2.82416	1009002,21,21	
2693	-1	1009113	1801.05	0.0	999.538	0.15136	-0.325631	-1009002,21,21	
2695	-1	1009313	1801.22	0.0	507.728	-0.722764	-2.97928	-1009002,21,21	
2695	-1	1009213	1801.05	-1.0	655	-0.701588	0.347055	1009002,21,21,21	
2698	-1	1009213	1801.05	1.0	1182.83	0.847939	-2.4865	1009002,21	
2698	-1	1092114	1801.38	0.0	1221.64	0.15165	0.661453	1009002,21	
2702	-1	1009223	1801.05	0.0	1480.78	-1.47187	2.34713	-1009002,21	
2702	-1	1009113	1801.05	0.0	1464.08	-0.476327	-0.863394	1009002,21	
2703	-1	1009323	1801.22	1.0	249.327	0.0607782	-0.825254	-1009002,21,21,21	
2703	-1	1092114	1801.38	0.0	275.082	-1.30862	2.50788	1009002,21	
2704	-1	1009213	1801.05	1.0	685.414	-0.741898	-0.968915	-1009002,21,21	
2704	-1	1009213	1801.05	-1.0	662.724	-0.0183059	2.29965	1009002,21	
2705	-1	1009323	1801.22	-1.0	960.384	-0.359816	1.42884	-1009002,21	
2705	-1	1009213	1801.05	-1.0	1044.94	-1.41662	-1.76923	1009002,21,-3	
2712	-1	1009323	1801.22	1.0	156.625	1.28197	2.45498	1009002,21,21,21	
2712	-1	1009213	1801.05	1.0	238.818	-2.5443	-0.227574	-1009002,21,21	
2713	-1	1009323	1801.22	1.0	102.7	-0.0682626	1.15763	-1009002,21,21,21,21	
2713	-1	1009213	1801.05	-1.0	149.242	1.87818	-1.36472	1009002,21,21	
2714	-1	1009113	1801.05	0.0	505.464	0.957327	0.910312	-1009002,21,21	
2714	-1	1009113	1801.05	0.0	504.441	-0.422763	-2.22401	1009002,21	
2722	-1	1009213	1801.05	-1.0	221.593	-2.12814	1.48067	-1009002,21,21	
2722	-1	1009323	1801.22	1.0	220.315	-2.34114	-1.64743	1009002,21,21,21	
2725	-1	1009313	1801.22	0.0	591.749	0.0283122	2.20113	-1009002,21,21	
2725	-1	1009323	1801.22	-1.0	591.939	1.69652	-0.956103	1009002,21,21,21	
2728	-1	1092224	1801.38	2.0	1443.15	-0.971839	0.207397	1009002,21,21	
2728	-1	1009223	1801.05	0.0	1419.98	0.0429073	-2.93139	-1009002,21,21	
2733	-1	1009213	1801.05	1.0	755.696	-0.0883515	0.725873	-1009002,21,21	
2733	-1	1009213	1801.05	-1.0	747.005	1.75937	-2.40563	1009002,21	
2739	-1	1009213	1801.05	1.0	2019.28	-0.646391	2.2782	-1009002,21	
2739	-1	1009323	1801.22	-1.0	2117.6	-0.189067	-0.987327	-1009002,21,21	
2740	-1	1009313	1801.22	0.0	783.293	-0.392896	-1.46169	-1009002,21,21	
2740	-1	1009213	1801.05	1.0	790.515	0.195317	1.65243	1009002,21,21	
2743	-1	1009213	1801.05	1.0	755.684	-1.09381	-0.62538	1009002,21,21	
2743	-1	1009223	1801.05	0.0	834.405	-0.502071	2.56766	-1009002,21	
2744	-1	1000993	1801.1	0.0	717.462	-1.04215	0.59081	-1009002,21,21	
2744	-1	1009223	1801.05	0.0	581.195	-0.0103808	-2.38278	-1009002,21,21	
2745	-1	1000993	1801.1	0.0	190.272	3.16168	0.598686	-1009002,21,21	
2745	-1	1009213	1801.05	1.0	188.244	2.91505	-2.54676	1009002,21,21	
2747	-1	1009213	1801.05	-1.0	906.169	-0.429574	-2.79414	-1009002,21,21	
2747	-1	1092224	1801.38	2.0	896.258	-0.705811	0.340793	1009002,21,21	
2749	-1	1009213	1801.05	1.0	578.89	-1.23982	-2.60372	-1009002,21,21	
2749	-1	1000993	1801.1	0.0	543.849	-1.38235	0.544492	1009002,-2	
2750	-1	1009223	1801.05	0.0	887.481	-0.967745	2.74496	-1009002,21,21,21	
2750	-1	1009213	1801.55	1.0	370.936	-1.61134	-0.180221	1009002,-1	
2751	-1	1009313	1801.22	0.0	530.293	0.953002	0.748197	-1009002,21	
2751	-1	1009113	1801.05	0.0	441.609	2.45527	-2.07952	1009002,-3	
2753	-1	1009113	1801.05	0.0	502.298	0.913871	-1.0628	-1009002,21	
2753	-1	1009213	1801.05	-1.0	545.933	-0.296161	2.05784	1009002,21	
2758	-1	1009223	1801.05	0.0	341.998	-2.40219	2.5337	1009002,21	
2758	-1	1000993	1801.1	0.0	320.467	0.986881	-0.565831	1009002,21,-1	
2759	-1	1009323	1801.22	1.0	840.34	-0.843923	-1.84157	-1009002,21,21	
2759	-1	1093114	1801.55	-1.0	656.972	-0.821028	1.63953	-1009002,21,21	
2763	-1	1093214	1801.55	0.0	850.359	-0.82111	0.871056	-1009002,21,21	
2763	-1	1000993	1801.1	0.0	728.036	0.375572	-2.27125	1009002,21	
2766	-1	1000993	1801.1	0.0	912.331	-1.28799	-0.092747	-1009002,21,21	
2766	-1	1009313	1802.65	0.0	852.379	-0.193077	3.01213	1009002,-3	
2770	-1	1092224	1801.38	-2.0	510.066	-0.206826	-1.82043	-1009002,21,21	
2770	-1	1000993	1801.1	0.0	512.05	-0.176574	1.3397	1009002,21	
2771	-1	1092214	1801.38	-1.0	1057.29	1.12383	1.21645	1009002,21,21	
2771	-1	1009213	1801.05	1.0	1021.03	1.11091	-1.9276	-1009002,21,21	
2773	-1	1009223	1801.05	0.0	1201.02	0.338185	0.71809	-1009002,21,21	
2773	-1	1009113	1801.05	0.0	805.044	0.284088	-2.75981	-1009002,21,21	
2774	-1	1009333	1801.4	0.0	776.668	0.756707	2.80539	-1009002,21	
2774	-1	1009313	1801.22	0.0	686.052	-1.50905	-0.348449	1009002,-2	
2777	-1	1009213	1801.05	-1.0	793.93	-2.17363	-1.90756	-1009002,21,21	
2777	-1	1000993	1801.1	0.0	685.812	-1.16227	1.24375	-1009002,21,21	
2778	-1	1009213	1801.05	-1.0	1582.6	-0.22296	-1.24881	-1009002,21,21	
2778	-1	1009323	1801.22	-1.0	1650.63	-0.847144	1.84927	-1009002,21,21	
2779	-1	1009223	1801.05	0.0	79.6841	3.32441	1.07336	-1009002,21	
2779	-1	1000993	1801.1	0.0	35.2851	4.26658	-2.87201	1009002,21	
2780	-1	1000993	1801.1	0.0	825.87	1.87854	0.971908	-1009002,21,4	
2780	-1	1009213	1801.05	1.0	452.844	1.70144	2.58843	1009002,21	
2781	-1	1009213	1801.05	1.0	1117.01	0.0193939	-1.11215	-1009002,21	
2781	-1	1000993	1801.1	0.0	725.965	-0.95015	2.32345	1009002,21,21	
2782	-1	1009223	1801.05	0.0	1677.05	-1.11132	-0.704764	-1009002,2	
2782	-1	1009313	1801.22	0.0	1718.75	0.0702193	2.4671	1009002,21	
2783	-1	1000993	1801.1	0.0	1233.84	0.426446	0.740523	-1009002,21,21,21	
2783	-1	1009113	1801.05	0.0	1264.41	0.148355	-2.38813	-1009002,21,21	
2786	-1	1009213	1801.05	1.0	1391.78	-0.256023	1.92887	1009002,21	
2786	-1	1009213	1801.05	1.0	1342.8	-0.516386	-1.24142	-1009002,21,21	
2787	-1	1009113	1801.05	0.0	146.374	-1.91754	1.7671	-1009002,21	
2787	-1	1000993	1801.1	0.0	128.517	0.157531	-0.979635	1009002,21	
2788	-1	1009113	1801.05	0.0	1094.12	0.0385342	1.82973	-1009002,5	
2788	-1	1009113	1801.05	0.0	1080.64	1.18462	-1.28203	1009002,21	
2789	-1	1009213	1801.05	1.0	361.73	-1.40492	-2.57421	-1009002,21,21	
2789	-1	1009113	1801.05	0.0	299.124	2.5883	0.841662	1009002,21	
2791	-1	1009213	1801.05	1.0	218.027	-1.05966	2.29651	1009002,21,21	
2791	-1	1093214	1801.55	0.0	215.58	2.91946	-0.822913	-1009002,21	
2792	-1	1009213	1801.05	-1.0	1108.63	-0.227223	-0.0291113	-1009002,2	
2792	-1	1009213	1801.05	1.0	1124.95	-0.802188	3.10235	1009002,21	
2793	-1	1009313	1801.22	0.0	1019.16	-0.959999	2.02014	1009002,21,21	
2793	-1	1009113	1801.05	0.0	878.844	0.111446	-1.23508	-1009002,21,21	
2795	-1	1009313	1801.22	0.0	1158.66	0.850635	0.528789	-1009002,21,21	
2795	-1	1009213	1801.05	-1.0	818.954	0.779141	-2.91182	1009002,21,21	
2796	-1	1009113	1801.05	0.0	1157.16	0.547414	-1.47595	-1009002,21	
2796	-1	1009313	1801.22	0.0	1154.29	-0.0246633	1.6595	1009002,21,21	
2800	-1	1000993	1801.1	0.0	1021.61	0.671928	-0.624343	1009002,21	
2800	-1	1093214	1801.55	0.0	1304.2	-0.382761	2.55807	-1009002,21,21	
2801	-1	1009113	1801.05	0.0	1144.81	0.49532	-2.83286	1009002,21	
2801	-1	1009113	1801.05	0.0	1066.07	1.40141	0.554516	-1009002,21,21,21	
2802	-1	1009213	1801.05	1.0	862.82	-0.0169104	2.8828	-1009002,21	
2802	-1	1093114	1801.55	-1.0	510.739	0.666714	-1.09463	1009002,21,21	
2805	-1	1009333	1801.4	0.0	2512.87	-0.569121	-0.00736885	-1009002,21	
2805	-1	1009323	1801.22	-1.0	2564.75	0.270739	3.12364	1009002,-4	
2808	-1	1009223	1801.05	0.0	815.857	0.00408186	1.91124	-1009002,21	
2808	-1	1009223	1801.05	0.0	790.934	-0.0330814	-1.16907	1009002,21	
2811	-1	1092214	1801.38	-1.0	327.05	1.95181	1.28845	-1009002,21,21	
2811	-1	1009223	1801.05	0.0	345.758	2.32206	-1.82448	1009002,21,21,21	
2814	-1	1009213	1801.05	-1.0	557.602	1.45481	-2.78591	1009002,2203	
2814	-1	1009323	1801.22	1.0	631.399	-1.44587	0.222749	-1009002,21	
2815	-1	1091114	1801.38	-1.0	544.468	1.35502	2.94239	1009002,21,21	
2815	-1	1000993	1801.1	0.0	487.536	-0.465738	-0.111206	-1009002,21,21	
2817	-1	1009213	1801.05	-1.0	943.07	-1.4483	-2.30943	1009002,21,21	
2817	-1	1009113	1801.05	0.0	921.077	-0.740886	0.830216	-1009002,21	
2818	-1	1000993	1801.1	0.0	961.98	0.775318	0.635577	-1009002,21	
2818	-1	1009113	1801.05	0.0	776.99	-0.976083	-2.08796	1009002,21	
2819	-1	1009223	1801.05	0.0	827.872	-0.395105	0.32879	-1009002,21,21	
2819	-1	1009223	1801.05	0.0	841.526	1.5535	-2.81887	1009002,21	
2821	-1	1009113	1801.05	0.0	195.722	-1.00618	2.2886	-1009002,21,21,21	
2821	-1	1009213	1801.05	-1.0	210.994	1.83532	-0.77637	1009002,21,-2	
2822	-1	1009113	1801.05	0.0	423.579	0.20522	1.86221	-1009002,2	
2822	-1	1000993	1801.1	0.0	394.741	1.0131	-1.28064	1009002,21,21	
2825	-1	1009323	1801.22	-1.0	994.014	-0.570225	-1.96262	-1009002,21,21,21	
2825	-1	1009213	1801.05	-1.0	750.661	-0.879345	0.418094	1009002,21,21	
2830	-1	1009213	1801.05	1.0	688.082	-0.246383	1.09865	-1009002,21,21	
2830	-1	1009113	1801.05	0.0	853.525	-1.59999	-1.89653	1009002,21,21,21	
2831	-1	1009213	1801.05	1.0	352.349	-1.04994	2.54536	-1009002,21	
2831	-1	1009213	1801.05	-1.0	315.751	0.846586	-0.644753	-1009002,21	
2832	-1	1000993	1801.1	0.0	537.087	2.15329	-1.64252	-1009002,21,21	
2832	-1	1009313	1801.22	0.0	187.284	0.723809	0.23129	1009002,21	
2833	-1	1009313	1801.22	0.0	1627.72	0.12862	0.216751	-1009002,21	
2833	-1	1009313	1801.22	0.0	1534.47	0.195017	-3.09807	1009002,21,21	
2834	-1	1009223	1801.05	0.0	826.074	0.941777	0.154998	-1009002,21	
2834	-1	1009323	1801.22	1.0	899.359	0.975144	-2.97562	1009002,21,21	
2835	-1	1009323	1801.22	-1.0	380.602	1.82817	-1.65398	-1009002,21	
2835	-1	1009213	1801.05	1.0	277.635	1.64185	-1.17982	1009002,21,21	
2840	-1	1092114	1801.38	0.0	1870.16	-0.423897	-0.591134	1009002,21	
2840	-1	1009213	1801.05	-1.0	1101.69	-0.434117	2.68701	-1009002,21	
2842	-1	1000993	1801.1	0.0	457.577	0.366505	-1.1682	-1009002,21,21	
2842	-1	1093214	1801.55	0.0	550.045	-0.0203711	2.15038	1009002,21,21	
2843	-1	1009223	1801.05	0.0	1621.45	0.11286	1.73192	-1009002,21,21	
2843	-1	1092214	1801.38	-1.0	1631.14	0.698767	-1.40094	1009002,21,21	
2844	-1	1009213	1801.05	1.0	1457.04	0.0856256	1.44815	-1009002,21,21	
2844	-1	1093214	1801.55	0.0	904.351	-0.679446	-0.800963	-1009002,21,21,21	
2846	-1	1009213	1801.05	-1.0	993.152	0.160038	2.88582	-1009002,21,21	
2846	-1	1009213	1801.05	1.0	1056.6	0.305607	-0.267672	1009002,-3	
2847	-1	1009323	1801.22	1.0	640.153	0.61971	-0.146899	-1009002,21,21	
2847	-1	1009213	1801.05	1.0	759.13	-0.574037	2.47357	-1009002,2	
2848	-1	1009223	1801.05	0.0	839.442	-0.0253085	0.16672	1009002,21,21	
2848	-1	1009213	1801.05	-1.0	924.407	-0.383662	-2.72761	1009002,21,21	
2851	-1	1092114	1801.38	0.0	465.959	-1.73836	-1.82183	-1009002,21	
2851	-1	1009223	1801.05	0.0	1225.49	0.703331	0.932315	-1009002,21,21	
2852	-1	1009223	1801.05	0.0	1213.5	-0.422564	-0.281937	-1009002,21,21	
2852	-1	1009323	1801.22	1.0	697.455	1.10023	2.57886	1009002,21	
2857	-1	1009113	1801.05	0.0	1158.57	-0.802878	-0.482023	-1009002,21,21,21	
2857	-1	1092114	1801.38	0.0	799.562	-0.553091	2.6314	1009002,21	
2858	-1	1009213	1801.05	1.0	939.858	-0.248393	0.612022	-1009002,21,21	
2858	-1	1009213	1801.05	-1.0	948.033	-0.541836	-2.52947	1009002,21,21	
2860	-1	1009223	1801.05	0.0	1065	0.142157	0.214466	-1009002,2	
2860	-1	1009313	1801.22	0.0	1051.06	1.19727	-2.94413	1009002,21	
2865	-1	1009113	1801.05	0.0	1380.08	0.332711	1.89461	-1009002,21	
2865	-1	1009313	1801.22	0.0	1219.04	0.0266796	-1.26285	1009002,21,21	
2870	-1	1009213	1801.05	-1.0	924.894	-1.13357	1.73777	-1009002,21	
2870	-1	1009223	1801.05	0.0	891.659	-1.29854	-1.43821	1009002,21,21	
2871	-1	1009113	1801.05	0.0	617.765	0.984168	-2.00327	1009002,21,21	
2871	-1	1009313	1801.22	0.0	462.552	1.20732	1.07596	-1009002,21	
2875	-1	1091114	1801.38	-1.0	1425.77	-0.63318	-2.45544	1009002,21	
2875	-1	1009313	1801.22	0.0	1409.21	0.0167994	0.701725	1009002,21,21	
2877	-1	1009313	1801.22	0.0	1226.19	-0.736845	-0.645895	1009002,21,21	
2877	-1	1009323	1801.22	1.0	421.535	0.73565	1.80156	-1009002,21,21	
2879	-1	1009113	1801.05	0.0	248.034	2.1094	1.83204	1009002,21	
2879	-1	1009113	1801.05	0.0	340.214	1.32307	-1.3157	-1009002,21,21	
2880	-1	1009223	1801.05	0.0	463.679	-0.297716	-1.53664	-1009002,21,21,21	
2880	-1	1092114	1801.38	0.0	476.325	-1.6733	1.42244	1009002,21,21,21,21	
2881	-1	1009213	1801.05	1.0	432.527	-0.443828	2.82309	-1009002,21,21	
2881	-1	1009213	1801.05	-1.0	414.299	-1.97565	-0.499391	1009002,21,21	
2882	-1	1009213	1801.05	1.0	879.009	1.32489	-1.34282	1009002,21,21	
2882	-1	1009213	1801.05	-1.0	836.493	-0.715298	1.73544	-1009002,21,21	
2883	-1	1009213	1801.05	1.0	557.924	-1.02523	0.557158	-1009002,21	
2883	-1	1093214	1801.55	0.0	756.637	0.177985	-2.65819	1009002,-3	
2884	-1	1009113	1801.05	0.0	2192.48	-0.773592	0.446551	1009002,21,21	
2884	-1	1009213	1801.05	1.0	2121.62	0.395665	-2.8181	-1009002,21	
2885	-1	1009223	1801.05	0.0	748.022	-0.265747	-2.19429	-1009002,21,21	
2885	-1	1009213	1801.05	-1.0	881.456	-0.564927	0.753845	-1009002,21	
2886	-1	1009113	1801.05	0.0	1024.86	0.524762	-1.70533	1009002,21,21	
2886	-1	1009213	1801.05	1.0	983.643	-0.783516	1.47387	1009002,21,21,21	
2887	-1	1009223	1801.05	0.0	781.766	-2.02235	1.74967	1009002,21	
2887	-1	1009223	1801.05	0.0	651.636	-0.0325575	-1.33012	1009002,21,21	
2888	-1	1009213	1801.05	-1.0	1394.37	0.49161	0.29721	-1009002,21,21	
2888	-1	1009223	1801.05	0.0	1405.29	-0.900262	-2.89212	1009002,21,-1	
2889	-1	1009213	1801.05	1.0	281.464	2.36332	2.04668	-1009002,21,21	
2889	-1	1009313	1801.22	0.0	30.171	4.46824	-0.922453	1009002,21,21	
2891	-1	1009313	1801.22	0.0	136.888	-2.63138	0.747459	-1009002,21	
2891	-1	1009223	1801.05	0.0	125.728	-2.17889	-0.912847	1009002,21	
2894	-1	1009223	1801.05	0.0	573.018	0.074351	-0.624473	-1009002,21,21	
2894	-1	1009223	1801.05	0.0	441.433	1.56989	-3.05938	1009002,21,21	
2895	-1	1000993	1801.1	0.0	750.777	0.0750866	-0.207063	-1009002,21,21	
2895	-1	1009313	1801.22	0.0	741.182	-0.127928	2.93395	1009002,21,21,21	
2897	-1	1009313	1801.22	0.0	628.602	0.000667329	2.06196	-1009002,21	
2897	-1	1009313	1801.22	0.0	595.486	-0.430648	-1.03917	1009002,21	
2898	-1	1009213	1801.05	1.0	713.417	-1.10517	-0.988163	-1009002,21	
2898	-1	1092114	1801.38	0.0	716.494	-1.84868	2.15146	1009002,21,21,-2	
2902	-1	1009333	1801.4	0.0	1332.84	0.328344	-1.4668	-1009002,21,1	
2902	-1	1009213	1801.05	1.0	1289.42	0.36065	1.49991	-1009002,21,21,21	
2903	-1	1009213	1801.05	1.0	2287.02	-0.728732	-2.49578	1009002,21	
2903	-1	1009213	1801.05	1.0	2305.81	0.717024	0.585011	-1009002,21	
2904	-1	1009223	1801.05	0.0	561.262	1.6736	-2.41443	-1009002,21	
2904	-1	1009213	1801.05	1.0	967.865	0.493364	0.733569	1009002,21,21	
2906	-1	1009213	1801.05	-1.0	973.922	-0.734509	0.827754	1009002,21	
2906	-1	1000993	1801.1	0.0	1054.49	-1.23903	-2.58563	-1009002,21,21	
2907	-1	1009113	1801.05	0.0	1734.2	0.00744327	1.97703	-1009002,21,21	
2907	-1	1009313	1801.22	0.0	1749.06	0.0751803	-1.16705	1009002,21	
2908	-1	1009113	1801.05	0.0	606.743	-1.94339	1.69497	-1009002,3	
2908	-1	1009313	1801.22	0.0	607.123	-1.56292	-1.43599	1009002,21	
2909	-1	1009213	1801.05	-1.0	171.446	-2.59667	2.77154	1009002,21,-2	
2909	-1	1000993	1801.1	0.0	192.583	-2.03729	0.297372	-1009002,21,21	
2914	-1	1009113	1801.05	0.0	1187.76	-0.932577	2.29237	-1009002,21	
2914	-1	1000993	1801.1	0.0	830.708	-0.372334	-0.422862	1009002,21,21	
2915	-1	1009113	1801.05	0.0	998.685	0.422534	-0.578395	-1009002,21,21	
2915	-1	1092114	1801.38	0.0	964.967	0.870401	2.56608	1009002,21,21	
2916	-1	1009223	1801.05	0.0	171.807	-2.04082	0.161624	-1009002,21,21	
2916	-1	1009323	1801.22	1.0	376.024	1.1411	0.618993	-1009002,21,21,21	
2919	-1	1009313	1801.22	0.0	1076.45	-0.886567	-0.418378	1009002,21,21	
2919	-1	1009213	1801.05	-1.0	1080.27	-1.37783	2.67056	-1009002,21,21,21,21	
2926	-1	1000993	1801.1	0.0	1384.17	0.142123	-1.86893	-1009002,21	
2926	-1	1009223	1801.05	0.0	1500.17	-0.0502995	1.26646	1009002,21	
2928	-1	1009213	1801.05	1.0	1151.02	0.0965014	3.11366	-1009002,21,21	
2928	-1	1009113	1801.05	0.0	1059.21	0.030259	-0.0607865	1009002,-2	
