event	pdgid	mass	charge	pt	eta	phi	mothers	daughters	longLived
9732	1009113	1001.05	0.0	136.004	1517.75	-2.81639	0.377709	1009002,21		0
9738	1009313	1001.22	0.0	496.229	1121.59	0.192896	-2.09726	1009002,21,21		0
9741	1009223	1001.05	0.0	449.097	1693.67	-1.77749	1.09357	1009002,2203		0
9743	1009223	1001.05	0.0	806.204	1685.78	1.11034	1.87369	-1009002,21		0
9744	1009323	1001.22	1.0	823.07	1388.15	0.572174	-1.24068	1009002,21,21		0
9745	1009213	1001.05	1.0	540.662	1443.11	1.27105	-2.77155	-1009002,21		0
9746	1009313	1001.22	0.0	611.345	1173.39	-0.0416975	0.387301	-1009002,21		0
9747	1092214	1001.38	-1.0	449.501	1370.95	-1.36365	-3.07191	-1009002,21,1		0
9748	1009223	1001.05	0.0	430.126	2461.26	-2.3378	0.113235	1009002,2101		0
9749	1009213	1001.05	1.0	431.626	2090.23	-2.12622	2.55532	-1009002,21		0
9753	1009113	1001.05	0.0	430.73	2214.39	-2.20399	-0.484033	1009002,21,21		0
9755	1009333	1001.91	0.0	1038.04	2731.01	1.54359	-0.0376431	1009002,-3		0
9759	1009213	1001.05	-1.0	1035.52	1440.45	-0.0213098	-3.13207	1009002,-3		0
9760	1009213	1001.05	1.0	537.064	1362.73	1.13881	1.49538	-1009002,21,21		0
9762	1009213	1001.05	-1.0	543.687	1574.41	1.44314	-1.66848	1009002,21		0
9763	1009113	1001.05	0.0	133.856	1325.69	-2.55787	-0.636063	-1009002,21		0
9767	1009113	1001.05	0.0	142.899	1627.35	-2.88487	2.76439	1009002,21		0
9768	1009113	1001.05	0.0	564.805	1256.89	-0.80923	-2.06335	1009002,21,21		0
9770	1009113	1001.05	0.0	541.474	1200.06	0.655022	1.34449	-1009002,21,21		0
9771	1009213	1001.05	-1.0	562.636	1186.68	-0.509555	0.44771	1009002,21,21		0
9772	1009213	1001.05	1.0	537.215	1136.13	-0.0184742	-2.68074	1009002,21,21		0
9773	1092214	1001.38	1.0	497.849	1233.69	0.913792	1.16482	1009002,21,21		0
9774	1009213	1001.05	1.0	450.256	1390.59	-1.39621	-1.93763	-1009002,21,21		0
9775	1009213	1001.05	1.0	431.226	1103.53	0.38981	-1.89594	-1009002,21,21		0
9777	1092114	1001.38	0.0	489.366	1117.24	-0.157664	1.42296	1009002,21		0
9779	1092114	1001.38	0.0	112.273	2566.1	3.73919	0.542237	1009002,21,21		0
9783	1009223	1001.05	0.0	155.801	1051.92	-1.35873	-3.04198	-1009002,21		0
9784	1009213	1001.05	-1.0	499.418	1339.17	1.18022	-0.491234	-1009002,21,21,21		0
9785	1009113	1001.05	0.0	507.465	1134.18	-0.316877	2.6869	-1009002,21,21		0
9786	1009213	1001.05	-1.0	847.757	2235.13	1.5023	3.11844	1009002,21		0
9789	1092214	1001.38	1.0	868.753	1406.63	-0.517816	0.0755522	-1009002,21,21		0
9792	1009313	1001.22	0.0	462.785	1482.05	1.5041	-1.24899	1009002,21		0
9794	1009213	1001.05	-1.0	546.135	1244.06	0.81674	1.98587	-1009002,21		0
9799	1009113	1001.05	0.0	347.616	2029.08	2.30809	0.829747	1009002,21,21		0
9800	1009323	1001.22	1.0	428.602	1138.48	0.712067	-2.2669	1009002,21,21		0
9803	1009313	1001.22	0.0	81.7643	1705.53	3.51878	0.771518	1009002,21		0
9805	1009213	1001.05	1.0	100.278	1773.61	3.37302	-2.8022	-1009002,21,21		0
9806	1000993	1001.1	0.0	343.755	1070.1	-0.442952	-2.67633	-1009002,21,21,21		0
9808	1009113	1001.05	0.0	380.41	1271.5	-1.3514	0.365273	1009002,21,21,21		0
9809	1009113	1001.05	0.0	336.853	1231.19	-1.38779	-0.656968	-1009002,21,21		0
9814	1009313	1001.22	0.0	347.411	1323.09	-1.56228	2.54683	1009002,21,21,21		0
9816	1092114	1001.38	0.0	361.474	1919.37	-2.19144	-1.16212	1009002,21		0
9818	1093224	1001.55	-1.0	463.425	1550.8	1.59046	2.14972	1009002,21		0
9819	1009113	1001.05	0.0	317.462	2773.6	2.78712	2.21106	-1009002,21,21		0
9821	1009113	1001.05	0.0	321.427	1187.67	1.31021	-0.852933	1009002,21		0
9823	1092114	1001.38	0.0	855.097	1541.67	-0.83657	-2.32174	1009002,2101		0
9825	1009223	1001.05	0.0	799.262	1281	0.00751069	0.808038	1009002,21,21		0
9829	1000993	1001.1	0.0	165.242	1238.88	2.16546	0.972759	1009002,21,21		0
9830	1009223	1001.05	0.0	187.076	1062.47	1.25908	-2.10591	-1009002,21,21		0
9831	1009223	1001.05	0.0	801.184	1299.16	-0.258404	1.69848	-1009002,21		0
9832	1009113	1001.05	0.0	902.956	1437.03	-0.526457	-0.756681	1009002,21,21,21		0
9834	1092114	1001.38	0.0	521.565	1247.55	-0.893652	0.775685	-1009002,21,21		0
9835	1000993	1001.1	0.0	520.854	1132.27	0.176605	-2.35906	1009002,21		0
9836	1092214	1001.38	-1.0	253.687	1041.75	-0.508484	-2.14935	-1009002,4		0
9837	1000993	1001.1	0.0	234.509	1029.48	-0.217402	0.702299	1009002,21		0
9838	1009213	1001.05	-1.0	947.529	1642.47	0.840236	0.832553	1009002,21,21		0
9839	1092214	1001.38	1.0	954.307	1453.93	0.453458	-2.31311	-1009002,21,21		0
9840	1000993	1001.1	0.0	492.373	1162.32	0.62154	-1.71778	1009002,21,21		0
9841	1009223	1001.05	0.0	491.355	1117.47	-0.146211	1.46639	-1009002,21,21,21		0
9842	1000993	1001.1	0.0	1032.11	1599.25	-0.634817	0.134342	1009002,-2		0
9846	1009323	1001.22	-1.0	881.884	1417.9	-0.520341	-2.98677	1009002,21		0
9847	1009323	1001.22	1.0	655.892	1346.25	0.837957	1.40467	1009002,21		0
9848	1009213	1001.05	1.0	656.986	1323.04	-0.776256	-1.71995	-1009002,21,21		0
9851	1009113	1001.05	0.0	561.732	1153.28	-0.197045	-0.556596	-1009002,21,2		0
9855	1009323	1001.22	1.0	559.552	1974.14	1.77702	2.58076	-1009002,21,21,2		0
9860	1009323	1001.22	-1.0	306.198	1625.03	2.10887	-1.99417	-1009002,21,21		0
9861	1009223	1001.05	0.0	333.419	1055.14	0.0229378	1.46131	1009002,-1		0
9863	1092114	1001.38	0.0	654.697	1226.14	-0.399281	-0.640673	-1009002,21		0
9865	1009213	1001.05	1.0	692.563	1420.65	0.921525	2.64987	1009002,21		0
9867	1009213	1001.05	1.0	916.478	1601.48	-0.829234	-1.82331	1009002,21,21		0
9868	1092114	1001.38	0.0	959.031	1752.86	-0.962541	1.23076	-1009002,21,21		0
9870	1000993	1001.1	0.0	849.574	1394.79	0.528906	-1.10676	1009002,21,21,21		0
9871	1009113	1001.05	0.0	824.389	1430.82	-0.679793	2.19128	1009002,21		0
9873	1093314	1001.72	1.0	777.513	1365.59	0.612749	1.34857	-1009002,21		0
9875	1009323	1001.22	-1.0	795.293	1497.27	0.866829	-1.81366	1009002,21		0
9878	1009223	1001.05	0.0	782.014	1284.47	0.241056	2.70129	1009002,21		0
9881	1009213	1001.05	1.0	643.388	2732.13	2.05074	-0.493886	-1009002,21,21		0
9882	1009213	1001.05	1.0	612.043	1582.27	-1.31815	-2.89535	-1009002,21,21		0
9883	1092114	1001.38	0.0	675.409	1224.57	-0.294224	0.596944	1009002,21		0
9884	1009113	1001.05	0.0	362.247	1109.65	-0.782014	0.0579332	-1009002,21,21		0
9888	1093214	1001.55	0.0	424.588	1095.68	0.30364	-3.04178	1009002,21,21		0
9891	1009213	1001.05	1.0	482.041	1310.78	-1.16258	0.18878	1009002,21,21		0
9892	1000993	1001.1	0.0	569.988	1359.03	-1.05691	-2.95329	-1009002,21		0
9894	1009213	1001.05	1.0	590.251	1306.82	0.890304	1.91862	-1009002,21,21,21		0
9895	1092114	1001.38	0.0	536.012	1356.99	1.1294	-1.22916	1009002,21,21		0
9897	1009213	1001.05	-1.0	99.7006	1087.98	2.13177	-2.92303	-1009002,21		0
9898	1009113	1001.05	0.0	274.37	1201.45	1.53185	1.95339	1009002,21		0
9899	1009113	1001.05	0.0	435.279	1288.9	-1.23538	2.19995	1009002,21		0
9900	1009113	1001.05	0.0	200.018	1031.1	-0.673414	-0.736645	-1009002,3		0
9903	1009223	1001.05	0.0	529.61	1267.81	0.934107	-1.80758	1009002,21		0
9905	1000993	1001.1	0.0	492.082	1127.29	-0.324645	1.45475	1009002,21,21		0
9906	1093224	1001.55	-1.0	345.417	1127.51	-0.961722	-2.08628	1009002,21,21		0
9907	1009113	1001.05	0.0	290.4	1331.98	1.77181	1.09804	1009002,21		0
9910	1009213	1001.05	-1.0	205.537	1763.78	2.6433	-1.01141	-1009002,21,21		0
9915	1009213	1001.05	-1.0	280.121	1326.57	1.79998	2.00922	-1009002,21		0
9918	1009313	1001.22	0.0	887.544	1460.19	0.618641	1.76654	-1009002,21,21		0
9919	1000993	1001.1	0.0	1222.26	1682.81	-0.457884	-1.58456	-1009002,21,21		0
9920	1009213	1001.05	-1.0	524.633	1407.59	-1.24859	2.52408	-1009002,21		0
9921	1009323	1001.22	1.0	555.76	1179.72	0.49035	-0.555381	1009002,21		0
9923	1000993	1001.1	0.0	345.639	1372.5	-1.65674	1.39935	-1009002,21,21,21,21		0
9925	1009213	1001.05	-1.0	326.086	1098.95	-0.857273	-2.09265	1009002,21		0
9926	1009213	1001.05	-1.0	141.701	1027.69	1.0788	-2.45075	-1009002,21,21		0
9927	1092114	1001.38	0.0	177.189	1157.25	1.8549	0.533929	-1009002,21		0
9928	1009213	1001.05	1.0	663.369	1350.42	0.831786	2.94671	-1009002,21		0
9930	1092114	1001.38	0.0	673.926	1611.43	1.24056	-0.180194	1009002,21		0
9931	1092214	1001.38	1.0	678.677	1519.86	1.112	2.7322	1009002,21,21		0
9933	1009213	1001.05	-1.0	665.663	1376.8	0.887138	-0.430561	-1009002,21		0
9934	1009213	1001.05	-1.0	281.343	1104.67	-1.0938	-1.02087	1009002,21		0
9936	1092114	1001.38	0.0	246.033	1273.99	-1.83131	2.02995	1009002,21,21,21		0
9942	1009113	1001.05	0.0	393.852	1632.63	1.85518	-1.18683	-1009002,21,21,21		0
9943	1009223	1001.05	0.0	489.741	1131.37	0.388476	0.748514	1009002,21,21		0
9947	1009213	1001.05	1.0	190.437	1019.29	0.126726	-2.21763	-1009002,21		0
9948	1009213	1001.05	-1.0	186.087	1089.49	1.48016	0.885696	1009002,21,21		0
9949	1009223	1001.05	0.0	179.166	1088.46	1.5153	-3.10446	-1009002,21		0
9950	1009113	1001.05	0.0	235.682	1503.91	2.24263	-0.0237758	1009002,21		0
9953	1009213	1001.05	-1.0	354.45	1100.41	0.743295	-0.333781	-1009002,21		0
9958	1009223	1001.05	0.0	355.357	1130.94	0.945093	2.85314	1009002,21		0
9959	1009323	1001.22	-1.0	665.08	2854.29	2.06832	1.18958	1009002,21,21		0
9961	1009223	1001.05	0.0	729.583	1494.31	0.980667	-1.8469	-1009002,21,21		0
9963	1093224	1001.55	1.0	1023.29	1461.53	-0.282567	-0.260353	1009002,21,21,21		0
9967	1009113	1001.05	0.0	1194.94	1676.42	0.495599	2.69555	-1009002,21		0
9970	1009213	1001.05	-1.0	699.917	1258.19	0.418759	0.242531	-1009002,21		0
9971	1092114	1001.38	0.0	386.526	1399.89	1.58016	1.00667	1009002,21,21		0
9974	1009213	1001.05	1.0	521.252	1174.81	0.590716	-1.02474	-1009002,21		0
9977	1009223	1001.05	0.0	376.023	1175.2	1.07619	2.16154	-1009002,21,21		0
9978	1009223	1001.05	0.0	110.972	1474.95	2.96893	-1.84365	1009002,21,21		0
9980	1009313	1001.22	0.0	123.301	1093.07	1.94168	1.70082	-1009002,21		0
9981	1009313	1001.22	0.0	560.086	2648.7	2.15648	0.129163	1009002,21		0
9982	1009213	1001.05	1.0	630.194	1370.82	0.949853	-3.0694	-1009002,21,21,21		0
9983	1009313	1001.22	0.0	639.289	3141.87	-2.2201	2.5404	-1009002,21,3		0
9986	1009113	1001.05	0.0	648.453	1200.09	0.203271	-0.482431	1009002,21		0
9987	1093324	1001.72	0.0	96.4102	1247.54	-2.73178	2.03731	-1009002,21		0
9988	1009213	1001.05	-1.0	101.093	1367.64	-2.91133	-1.07212	-1009002,21,21,21,21		0
9991	1009323	1001.22	-1.0	579.25	1215.67	0.607573	1.5426	-1009002,21		0
9993	1009223	1001.05	0.0	151.205	1159.4	2.0288	0.802592	1009002,-3		0
9995	1009213	1001.05	1.0	864	1713.26	1.05433	-2.48854	-1009002,21		0
9996	1000993	1001.1	0.0	91.5956	1592.9	3.29646	-2.30777	-1009002,21		0
9997	1000993	1001.1	0.0	359.658	1090.54	0.626312	-2.53821	-1009002,21,1		0
9999	1009213	1001.05	1.0	422.615	1217.25	-1.07733	0.57886	1009002,21,21		0
10002	1092114	1001.38	0.0	255.753	1126.59	-1.32749	-0.992066	-1009002,21		0
10003	1009213	1001.05	-1.0	259.947	1139.8	-1.37105	1.8052	-1009002,21,21		0
10006	1009213	1001.05	1.0	1104.67	1629.21	-0.564469	-2.44109	1009002,21,21		0
10007	1009223	1001.05	0.0	1084.99	1685.77	-0.693295	0.567758	1009002,21		0
10008	1009323	1001.72	-1.0	315.872	1057.86	0.388703	1.61495	-1009002,3		0
10009	1009213	1001.05	1.0	331.05	1218.46	1.37196	-1.65712	1009002,21		0
10010	1009213	1001.05	1.0	284.113	2919.21	2.9576	0.8277	1009002,21		0
10012	1009223	1001.05	0.0	270.89	1140.49	-1.32689	-2.18093	-1009002,21,21,21		0
10013	1000993	1001.1	0.0	268.89	1527.89	-2.13619	3.10919	1009002,21,21,21		0
10014	1009223	1001.05	0.0	255.845	1033.26	-0.0340408	0.0541552	1009002,21,21		0
10016	1009213	1001.05	1.0	455.83	1322.14	1.25395	2.1271	-1009002,21		0
10018	1009113	1001.05	0.0	431.437	1097.31	0.287848	-0.933058	1009002,21		0
10019	1009323	1001.22	1.0	432.257	1214.66	1.0397	1.41131	-1009002,21,21		0
10022	1009223	1001.05	0.0	545.422	1293.92	0.965203	-1.35103	1009002,21,-2		0
10024	1009213	1001.05	1.0	200.712	1098.44	-1.45204	0.673319	-1009002,21,21		0
10026	1009113	1001.05	0.0	207.803	1106.2	1.45807	-2.44932	1009002,-2		0
10027	1009113	1001.05	0.0	930.065	1508.5	0.642114	-2.73577	-1009002,21		0
10029	1092114	1001.38	0.0	883.624	1455.58	0.615569	0.192383	1009002,21		0
10031	1000993	1001.1	0.0	688.991	1495.91	1.05754	-2.19451	1009002,21,21		0
10034	1009213	1001.05	1.0	698.116	1220.6	-0.0288569	0.948791	-1009002,21		0
10035	1009113	1001.05	0.0	347.515	1422.65	1.72995	-3.093	1009002,21		0
10037	1009223	1001.05	0.0	319.423	1173.36	1.26722	0.123642	-1009002,21		0
10038	1092214	1001.38	1.0	384.624	2089.31	-2.24379	2.95392	1009002,21		0
10039	1009313	1001.22	0.0	293.688	1065.83	0.685463	-0.166036	1009002,21		0
10042	1009223	1001.05	0.0	326.34	1466.78	1.85855	-1.41275	-1009002,21		0
10043	1009323	1001.22	1.0	404.749	1098.26	-0.475443	1.91325	-1009002,21		0
10046	1009313	1001.22	0.0	592.051	1315.44	0.907748	0.295483	-1009002,21,21		0
10047	1009213	1001.05	-1.0	430.172	1885.52	1.98673	-2.59376	1009002,2101		0
10048	1009213	1001.05	1.0	434.275	1106.01	0.404446	2.78118	-1009002,21,21		0
10049	1009323	1001.22	1.0	562.319	1407.24	1.16475	-0.252338	1009002,21		0
10051	1009323	1001.22	1.0	335.549	1063.52	-0.36882	2.42598	-1009002,21,21		0
10054	1009313	1001.22	0.0	258.446	1314.15	-1.86122	-1.89075	1009002,21		0
10055	1009213	1001.05	-1.0	395.557	1174.23	1.00725	-1.61721	-1009002,21		0
10057	1009213	1001.05	1.0	145.714	1012.27	-0.250298	0.76178	1009002,21,21		0
10059	1009113	1001.05	0.0	462.319	1270.36	1.1172	-1.65875	1009002,21		0
10060	1091114	1001.38	-1.0	459.896	1615.23	1.67217	1.53497	1009002,2101		0
10061	1009223	1001.05	0.0	384.189	1346.29	1.49566	-2.38164	-1009002,21,21,21		0
10064	1009213	1001.05	-1.0	196.428	1039.69	-0.896555	1.09534	1009002,21		0
10065	1000993	1001.1	0.0	219.128	1645.04	2.4706	2.00392	-1009002,21,21		0
10067	1009113	1001.05	0.0	359.677	1304.42	1.48711	-1.16648	1009002,21,21		0
10068	1009223	1001.05	0.0	303.45	1617.59	2.11063	-2.6259	-1009002,21		0
10070	1092114	1001.38	0.0	130.668	1032.14	1.26593	-0.00596643	1009002,21,21		0
10072	1009113	1001.05	0.0	534.225	1135.73	0.0912782	-2.17724	-1009002,21,21		0
10076	1000993	1001.1	0.0	324.346	1337.51	1.66392	1.17768	1009002,21		0
10077	1009313	1001.22	0.0	228.48	1367.43	2.08293	1.77683	-1009002,4		0
10078	1009333	1001.4	0.0	305.101	2150.58	2.51732	-1.30448	1009002,21,21		0
10080	1009113	1001.05	0.0	401.399	1162.77	-0.938531	-1.16971	-1009002,21,21		0
10081	1009113	1001.05	0.0	351.016	1062.98	0.19219	2.11621	-1009002,21,21		0
10083	1009213	1001.05	1.0	906.015	1539.27	0.745006	-0.866228	1009002,21,21,21		0
10085	1009213	1001.05	1.0	929.55	1632.73	0.854241	2.2645	1009002,21,21		0
10086	1009113	1001.05	0.0	533.38	1861.78	-1.74238	-1.35025	1009002,21,21,21		0
10088	1009213	1001.05	-1.0	514.374	1430.32	-1.30892	1.74262	-1009002,21,21		0
10090	1009213	1001.05	-1.0	279.557	1050.36	-0.518852	-1.26323	-1009002,21,21,21		0
10092	1009213	1001.05	1.0	214.27	1055.33	-1.01361	2.00782	1009002,21		0
10095	1009313	1001.22	0.0	700.624	1378.06	0.815643	2.46183	-1009002,21		0
10098	1000993	1001.1	0.0	646.357	1573.78	-1.24393	-0.71411	1009002,21		0
10099	1092214	1001.38	-1.0	323.135	1270.87	-1.53196	1.20424	-1009002,21		0
10100	1000993	1001.1	0.0	272.019	1050.58	-0.577289	-2.22598	1009002,21,21		0
10101	1009213	1001.05	1.0	580.107	1288.38	0.865085	1.72504	1009002,21,21		0
10102	1009223	1001.05	0.0	580.96	1216.64	-0.607394	-1.42759	-1009002,21,21		0
10104	1009113	1001.05	0.0	1218.72	1618.59	0.294361	-1.66735	-1009002,21,21		0
10105	1009113	1001.05	0.0	1242.24	1596.59	-0.0498656	1.42726	-1009002,21,21,21		0
10106	1009213	1001.05	1.0	828.594	1616.9	-0.990866	2.64073	-1009002,21,21		0
10107	1009113	1001.05	0.0	795.207	1451	-0.781109	-0.502505	1009002,21,21		0
10108	1000993	1001.1	0.0	1111.85	1585.48	0.455982	2.95311	-1009002,21		0
10109	1009223	1001.05	0.0	628.637	1253.26	0.621558	0.00990925	1009002,21,21		0
10111	1009223	1001.05	0.0	765.371	1299.99	-0.406171	-0.827088	-1009002,21		0
10113	1000993	1001.1	0.0	795.364	1294.48	-0.251521	2.25851	1009002,21		0
10116	1000993	1001.1	0.0	91.1268	1386.07	-3.04414	2.88585	-1009002,21,21		0
10119	1009213	1001.05	-1.0	105.294	1142	-2.33629	-0.231355	1009002,21,-4		0
10121	1009223	1001.34	0.0	498.976	1123.12	0.196535	1.52932	-1009002,2		0
10122	1009213	1001.05	1.0	598.235	1253.32	0.707097	-1.79323	1009002,21,21		0
10123	1009323	1001.41	1.0	326.512	1721.38	-2.13511	1.48294	1009002,-3		0
10125	1009213	1001.05	-1.0	327.125	1067.69	0.514024	-1.58947	-1009002,2		0
10126	1009213	1001.05	1.0	1149.44	1709.41	-0.630581	-2.06067	-1009002,21,21		0
10127	1009213	1001.05	1.0	1126.25	1592.29	-0.442376	1.07229	1009002,21,21		0
10128	1009313	1001.22	0.0	109.538	1039.86	-1.59413	-2.453	-1009002,21,21		0
10129	1000993	1001.1	0.0	109.804	1657.75	-3.17912	0.712563	1009002,21,21		0
10130	1009323	1001.22	-1.0	351.954	2009.84	-2.28248	2.52376	-1009002,21,21		0
10131	1092214	1001.38	1.0	624.134	1364.4	0.948735	-0.478178	1009002,21		0
10132	1009213	1001.05	1.0	294.001	1046.51	-0.274041	-1.42281	1009002,21,21		0
10136	1009113	1001.05	0.0	247.131	1213.19	1.67897	1.92908	-1009002,21		0
10137	1009113	1001.05	0.0	247.098	1037.51	0.450749	-1.28317	-1009002,21,21		0
10141	1009213	1001.05	-1.0	198.208	1129.64	1.6263	1.86044	-1009002,21,21		0
10142	1009113	1001.05	0.0	298.556	1044.93	-0.0849024	0.254316	-1009002,21,21		0
10143	1092114	1001.38	0.0	466.106	1117.78	-0.360124	-2.88702	1009002,21,-2		0
10145	1009113	1001.05	0.0	829.604	1807.98	-1.20274	1.02977	-1009002,21		0
10147	1009113	1001.05	0.0	824.16	2343.57	-1.59733	-2.15263	1009002,21		0
10148	1009323	1001.22	-1.0	307.042	1634.6	2.11574	-2.32583	1009002,21,21		0
10149	1009213	1001.05	1.0	246.671	1041.98	0.578912	0.814086	-1009002,21,21		0
10150	1009213	1001.05	-1.0	85.8881	1151.72	2.57918	-0.521422	-1009002,21,1		0
10151	1009223	1001.05	0.0	36.9258	1028	-2.53262	-2.44582	1009002,-5		0
10152	1009223	1001.05	0.0	194.14	1031.58	0.735887	2.4167	-1009002,2		0
10156	1009213	1001.05	1.0	132.874	1883.6	-3.17699	-0.946239	1009002,-1		0
10157	1000993	1001.1	0.0	259.685	1192.26	1.56396	2.93413	-1009002,21,21		0
10158	1009213	1001.05	1.0	167.798	1737.86	2.8257	-0.419839	1009002,21		0
10161	1009213	1001.05	1.0	569.277	1243.2	0.75034	-2.52573	-1009002,2		0
10165	1009213	1001.05	-1.0	548.796	1535.16	1.38405	0.776406	1009002,21,-1		0
10168	1009113	1001.05	0.0	362.77	1064.97	-0.0590654	-2.16065	-1009002,21,21		0
10169	1092114	1001.38	0.0	277.895	1061.98	0.72245	0.658085	1009002,21,21		0
10183	1009313	1001.22	0.0	365.771	1477.21	1.75188	2.07695	1009002,21		0
10186	1009213	1001.05	1.0	359.25	1537.43	-1.84662	-0.93673	-1009002,21,21		0
10187	1009113	1001.05	0.0	157.329	1066.04	1.48929	1.75103	1009002,21,21		0
10188	1009213	1001.05	1.0	154.683	1022.13	-0.797408	-1.35804	-1009002,21		0
10191	1093224	1001.55	-1.0	331.696	1513.87	-1.90144	-2.40575	-1009002,21,21		0
10194	1009213	1001.05	1.0	377.287	2619.76	-2.54593	0.697862	1009002,21,21,21		0
10197	1009213	1001.05	-1.0	569.138	2870.59	2.23508	-1.65654	1009002,21,-1		0
10198	1009223	1001.05	0.0	583.862	1272.22	0.808153	1.48507	-1009002,21,21		0
10199	1009213	1001.05	-1.0	328.707	1054.44	0.12473	1.93255	1009002,21,21		0
10200	1009313	1001.22	0.0	247.832	1441.91	-2.11051	-1.1555	1009002,21,21		0
10205	1009223	1001.05	0.0	174.334	1071.36	-1.4201	1.64792	-1009002,21,21		0
10206	1009223	1001.05	0.0	309.975	1077.87	0.743345	-1.73607	1009002,21,21		0
10208	1009223	1001.05	0.0	441.487	1404.96	1.44207	2.55119	1009002,21,21,21		0
10210	1092214	1001.38	-1.0	421.039	1208.66	-1.05298	-0.779013	1009002,21		0
10213	1009113	1001.05	0.0	437.805	1225.78	1.05954	2.98851	-1009002,21,21,21		0
10216	1009113	1001.05	0.0	425.751	1260.47	1.1923	-0.0591313	1009002,-1		0
10218	1009213	1001.05	1.0	454.076	1138.89	0.61645	2.94604	-1009002,3		0
10220	1000993	1001.1	0.0	469.348	1602.39	-1.63645	-0.405444	1009002,21,-2		0
10223	1009323	1001.22	-1.0	810.045	1387.42	-0.600349	-2.72261	-1009002,21,21		0
10224	1009213	1001.05	1.0	716.43	1511.98	1.03212	0.458891	-1009002,3		0
10225	1009313	1001.22	0.0	898.857	2039.65	-1.30355	-2.28396	1009002,21,21		0
10226	1009113	1001.05	0.0	950.945	1393.96	-0.20016	0.820338	-1009002,21		0
10232	1009213	1001.05	-1.0	701.928	1240.51	0.294758	-2.9659	1009002,21,21		0
10236	1009113	1001.05	0.0	686.627	1335.87	0.742143	0.148817	-1009002,21,21		0
10238	1009213	1001.05	1.0	533.352	2513.13	2.14321	2.27174	-1009002,21,21		0
10240	1092214	1001.38	1.0	527.198	1317.04	-1.06493	-0.896422	-1009002,21		0
10243	1009223	1001.05	0.0	765.86	1327.62	0.520695	-1.26423	1009002,21		0
10247	1009213	1001.05	-1.0	746.067	1427.23	-0.828773	1.98395	-1009002,21,21,21		0
10255	1092214	1001.38	1.0	381.502	1073.81	-0.179988	-0.249491	1009002,21		0
10258	1009213	1001.05	-1.0	389.012	1360.62	1.50769	2.92364	1009002,21,21		0
10259	1092214	1001.38	1.0	74.3256	1462.73	3.35535	-0.411011	-1009002,21,21		0
10261	1092114	1001.38	0.0	510.656	1178.05	-0.644723	1.96656	1009002,21,21,21		0
10265	1000993	1001.1	0.0	508.995	1394.89	-1.26236	2.40346	1009002,21		0
10269	1009113	1001.05	0.0	395.952	1076.7	0.0513098	-1.07333	1009002,21		0
10270	1009223	1001.05	0.0	901.809	1379.98	0.325038	1.79915	1009002,21		0
10271	1009213	1001.05	1.0	844.258	1747.39	1.12063	-1.36817	-1009002,21		0
10272	1000993	1001.1	0.0	1356.93	2014.28	0.741968	0.826995	-1009002,21,21		0
10273	1009223	1001.05	0.0	1428.91	2438.95	1.0113	-2.32426	1009002,21,21		0
10274	1009113	1001.05	0.0	524.076	1258.23	-0.920543	-2.67111	1009002,21		0
10275	1009213	1001.05	-1.0	567.695	1248.35	0.772842	0.785183	1009002,21		0
10276	1091114	1001.38	-1.0	167.373	1129.56	1.80513	0.625106	1009002,21		0
10278	1009323	1001.22	1.0	228.929	1786.08	2.55286	-2.57539	-1009002,21		0
10279	1009223	1001.05	0.0	186.428	1148.32	1.76903	-0.823231	-1009002,2		0
10281	1009323	1001.22	1.0	214.816	1024.54	-0.152416	2.37106	1009002,21		0
10282	1009213	1001.05	1.0	508.416	1130.05	-0.249417	1.26964	-1009002,21,21		0
10284	1009113	1001.05	0.0	454.99	1380.93	1.3678	-1.86861	1009002,21,21		0
10289	1009213	1001.05	1.0	318.881	1055.33	0.307649	3.03015	-1009002,21		0
10292	1009213	1001.05	1.0	336.77	1157.06	1.13975	-0.286602	1009002,21		0
10296	1000993	1001.1	0.0	508.743	1274.67	-1.00667	1.34179	-1009002,21		0
10297	1000993	1001.1	0.0	447.341	1456.76	-1.50622	-1.95243	1009002,21,21		0
10298	1009213	1001.05	-1.0	162.69	1389.23	-2.46441	0.197077	-1009002,21,21		0
10299	1000993	1001.1	0.0	166.482	1095.76	-1.64063	-3.12694	-1009002,21,21		0
10300	1009213	1001.05	1.0	258.086	1138.34	1.37279	-1.3178	-1009002,21		0
10306	1009313	1001.22	0.0	482.588	1111.49	0.0165415	0.80633	1009002,21		0
10307	1009113	1001.05	0.0	1300.46	2125.78	-0.908679	1.18483	-1009002,21		0
10308	1009223	1001.05	0.0	1238.47	1751.28	-0.558873	-1.98055	-1009002,21,21		0
10310	1092214	1001.38	-1.0	586.245	1188.47	-0.425341	0.676435	-1009002,21,21		0
10312	1009223	1001.05	0.0	583.212	1179.81	-0.373599	-2.27343	1009002,21,21		0
10317	1009223	1001.05	0.0	130.903	1199.81	2.30309	1.78312	1009002,21		0
10318	1009213	1001.05	-1.0	158.575	1321.63	-2.37868	0.960472	-1009002,21,21		0
10321	1009223	1001.05	0.0	298.069	1362.64	-1.798	-0.117992	-1009002,21,21		0
10324	1009113	1001.05	0.0	348.221	1075.31	0.499979	2.61966	1009002,21,21		0
10328	1009213	1001.05	-1.0	475.604	1419.45	1.38144	2.89767	-1009002,21,21,21,21		0
10329	1009213	1001.05	-1.0	494.308	1589.36	1.56566	-0.19862	1009002,21		0
