phi	pt	mothers	energy	pdg_id	long_lived	charge	eta	mass	event	daughters
0.426387399435	286.734161377	1009002,21,21,-3	1824.76214487	1000993	0	0	0.207165107131	1801.09997559	11014	
-1.30534279346	731.556396484	-1009002,21	2121.44090231	1009213	0	0	0.990860164165	1801.05004883	11015	
-3.08313846588	1319.66235352	1009002,21,21	2355.1543118	1009213	0	0	-0.541020452976	1801.05004883	11015	
1.37794017792	221.362823486	1009002,21,21	1905.76576647	1009213	0	0	-1.69476461411	1801.05004883	11016	
-1.50883173943	262.489013672	-1009002,21	1856.07998346	1009213	0	0	1.1297980547	1801.05004883	11016	
2.9366774559	84.0426864624	1009002,21,21	1863.62100437	1009213	0	0	2.42542862892	1801.05004883	11017	
1.63457524776	104.536582947	1009002,21,21,21	1805.94805111	1091114	0	-1	-0.663971722126	1801.375	11017	
2.96363663673	540.82434082	-1009002,21,21	2040.55634165	1009113	0	0	1.1750895977	1801.05004883	11020	
0.0452268123627	587.022155762	1009002,2101	1997.55824747	1009213	0	0	0.936759650707	1801.05004883	11020	
1.18777346611	386.431671143	-1009002,21,21	1924.51625058	1009113	0	0	-1.1623415947	1801.05004883	11024	
-1.91128826141	407.576538086	1009002,21,21	1881.98240321	1092214	0	1	-0.799401879311	1801.375	11024	
-1.71929252148	275.005065918	1009002,21,21	1907.16284268	1092114	0	0	1.46416723728	1801.375	11025	
1.5834813118	267.327392578	-1009002,3	1899.67333039	1009113	0	0	-1.45547378063	1801.05004883	11025	
1.85239565372	819.944396973	1009002,21	1994.89864989	1009213	0	0	0.302755713463	1801.05004883	11026	
-1.1706340313	855.448242188	-1009002,2	2392.76751257	1093114	0	-1	1.21974623203	1801.55004883	11026	
0.619470000267	1313.63037109	-1009002,21	2289.36343029	1009223	0	1	0.387116074562	1801.05004883	11027	
-2.05646705627	1684.78015137	1009002,21	2501.63185099	1009333	0	0	0.245565414429	1801.40002441	11027	
-2.14968729019	517.20703125	-1009002,5	1874.11813639	1000993	0	0	-0.0564903616905	1801.09997559	11028	
0.63190972805	473.357086182	1009002,21	2075.18176329	1009223	0	1	1.41395735741	1801.05004883	11028	
-3.02561473846	733.035461426	1009002,21,21	1949.65812178	1009223	0	1	-0.191959232092	1801.05004883	11033	
0.131374150515	234.598495483	-1009002,1	1817.85216046	1000993	0	0	0.313506782055	1801.09997559	11033	
1.77244138718	581.151855469	1009002,21	2460.6407155	1009213	0	0	1.72116649151	1801.05004883	11034	
-1.40701746941	515.341796875	-1009002,21,21	2130.69225235	1009213	0	0	-1.43005692959	1801.05004883	11034	
0.954999625683	399.708740234	1009002,21,21	1959.18572251	1009213	0	0	1.27508533001	1801.05004883	11035	
-3.07308721542	335.191131592	1009002,21,21	1832.22879933	1009323	0	0	0.051466666162	1801.22497559	11035	
-0.871762573719	305.530914307	1009002,21,21	2519.76725937	1009213	0	0	2.43782901764	1801.05004883	11037	
2.65870332718	291.833312988	1009002,21,21,21	1843.54496657	1009223	0	1	-0.812369227409	1801.05004883	11037	
0.662684559822	505.681030273	1009002,21,21	1870.86204271	1009313	0	0	-0.000507286575157	1801.22497559	11038	
-2.48132967949	496.282196045	-1009002,21,21,21	1872.37248273	1009213	0	0	0.249879464507	1801.05004883	11038	
-0.0686373785138	866.636474609	1009002,21,21	2013.67362949	1092114	0	0	-0.276436775923	1801.375	11039	
-1.2729820013	251.997695923	-1009002,21	2162.21528814	1009113	0	0	-2.23952651024	1801.05004883	11039	
-3.09616971016	1125.21923828	-1009002,21,21	2902.49853555	1009213	0	0	-1.33003532887	1801.05004883	11041	
0.0365948826075	1123.99987793	1009002,21	2409.96482803	1009223	0	1	-0.89172488451	1801.05004883	11041	
-0.689144790173	171.951751709	-1009002,21,21	1815.96952313	1009323	0	0	-0.806302547455	1801.22497559	11043	
