event	pdgid	mass	charge	pt	energy	eta	phi	mothers	daughters	longLived
8384	1009213	1801.05	1.0	652.084	2265.83	1.37738	2.2556	1009002,-4		0
8389	1009223	1801.05	0.0	308.385	2501.47	2.41314	-2.53874	-1009002,21,21,21		0
8390	1009223	1801.05	0.0	398.046	2288.05	1.93824	0.260445	1009002,21,21		0
8391	1009313	1801.22	0.0	390.641	2179.43	1.81131	-2.98076	-1009002,3		0
8393	1009323	1801.22	-1.0	355.725	1836.3	0.091291	0.470911	1009002,21		0
8395	1009213	1801.05	1.0	1925.1	2689.02	0.272016	1.52124	1009002,-1		0
8397	1009213	1801.05	-1.0	1792.09	2762.85	-0.573649	-1.58253	1009002,21,21		0
8398	1009223	1801.05	0.0	618.012	1921.72	0.4083	1.95918	1009002,21		0
8400	1009313	1801.22	0.0	768.617	1967.16	0.239537	-1.1241	-1009002,21,21		0
8401	1009213	1801.05	-1.0	509.916	1955.99	0.959065	-2.16721	-1009002,21		0
8402	1009223	1801.05	0.0	426.01	2500.66	2.0819	0.988792	1009002,21,21		0
8403	1009213	1801.05	1.0	570.721	2044.15	1.11889	-0.099451	-1009002,21		0
8405	1009113	1801.05	0.0	583.016	2101.16	1.22961	3.03498	1009002,21,21,21		0
8406	1009323	1801.22	1.0	246.254	1876.05	-1.38903	-0.473398	-1009002,21,21		0
8407	1009323	1801.22	-1.0	231.98	3000.11	-3.02705	2.23094	1009002,21,-3		0
8408	1009213	1801.05	-1.0	175.683	2119.91	2.53767	-1.65367	1009002,21		0
8411	1009313	1801.22	0.0	247.302	1859.57	1.23762	1.11618	-1009002,21		0
8412	1009213	1801.05	1.0	1047.27	2267.35	-0.774459	1.18866	-1009002,21,21		0
8413	1009113	1801.05	0.0	971.947	2089.27	0.419889	-1.98282	1009002,21		0
8414	1000993	1801.1	0.0	850.005	2196.19	-0.942901	-0.779464	-1009002,21,21		0
8415	1009223	1801.05	0.0	955.098	2671.8	-1.35441	2.2938	-1009002,1		0
8416	1093224	1801.55	1.0	597.662	2765.25	1.92786	-0.968695	1009002,21		0
8420	1009313	1801.22	0.0	567.056	2232.82	1.48795	2.13025	-1009002,21		0
8423	1009223	1801.05	0.0	1986.7	3037.62	0.667581	-0.758519	-1009002,21		0
8424	1009223	1801.05	0.0	2011.84	2705.28	-0.0819889	2.43466	1009002,21		0
8425	1009113	1801.05	0.0	457.848	2143.68	-1.58377	-1.47176	1009002,2203		0
8427	1009213	1801.05	-1.0	571.026	2229.76	1.47605	1.62186	-1009002,21		0
8428	1009223	1801.05	0.0	203.623	1902.05	1.76398	0.293789	-1009002,3		0
8431	1009213	1801.05	1.0	122.038	1815.12	1.22453	-2.4765	1009002,21,21		0
8436	1009223	1801.05	0.0	418.966	2028.5	1.4394	1.16367	-1009002,21		0
8437	1009213	1801.05	-1.0	486.327	1915.74	0.805673	-1.83065	-1009002,21,21		0
8439	1009113	1801.05	0.0	361.836	2107.24	1.77094	0.340793	-1009002,21,21		0
8440	1009213	1801.05	1.0	336.613	2852.51	2.57003	-2.80419	1009002,21,21		0
8442	1009223	1801.05	0.0	892.402	2373.73	1.14664	-1.38789	-1009002,21,21		0
8443	1009213	1801.05	1.0	1097.96	2360.49	-0.85641	1.49529	1009002,21		0
8444	1009213	1801.05	-1.0	1125.41	2585.98	1.08516	-1.39881	1009002,-1		0
8445	1009223	1801.05	0.0	981.199	2813.39	1.42682	1.58159	-1009002,21		0
8446	1009323	1801.22	-1.0	268.895	1916.49	-1.53774	-1.12452	-1009002,21		0
8447	1009223	1801.05	0.0	294.607	1994.62	-1.7302	2.05358	1009002,21,21		0
8449	1009213	1801.05	-1.0	711.21	1993.86	0.626446	0.527406	-1009002,21,21		0
8451	1009213	1801.05	1.0	740.188	1981	0.474188	-2.5893	1009002,-4		0
8452	1009213	1801.05	1.0	91.9329	1803.89	0.443293	-2.87626	-1009002,21,21		0
8454	1009113	1801.05	0.0	130.694	2084.66	2.77273	0.608103	1009002,21,-1		0
8460	1000993	1801.1	0.0	746.819	2185.39	-1.09159	-0.449344	1009002,21		0
8461	1092214	1801.38	1.0	803.538	2016.6	-0.500975	2.74236	1009002,21,21		0
8462	1009113	1801.05	0.0	420.921	2012.2	-1.38989	-0.387491	-1009002,21		0
8463	1009113	1801.05	0.0	294.426	2214.09	-2.15547	2.53727	1009002,21,21		0
8466	1009113	1801.05	0.0	192.628	1831.26	1.13742	1.40307	-1009002,21,21		0
8468	1000993	1801.1	0.0	212.881	1946.61	1.91553	-1.63531	1009002,21		0
8469	1000993	1801.1	0.0	487.826	1881.65	0.478107	0.254095	1009002,21,21		0
8470	1093214	1801.55	0.0	685.395	1935.13	-0.247502	-3.02574	1009002,21,21		0
8473	1009223	1801.05	0.0	454.681	1857.69	0.048088	0.24162	-1009002,21		0
8474	1009213	1801.05	1.0	455.273	1880.22	0.600465	3.02392	1009002,21		0
8476	1009113	1801.05	0.0	264.373	1874.99	1.30067	-1.17017	-1009002,21,21		0
8477	1000993	1801.1	0.0	277.621	2241.06	-2.25149	1.99049	1009002,21,21		0
8479	1009113	1801.05	0.0	702.914	2623.33	1.65557	0.864304	-1009002,21,21		0
8480	1009113	1801.05	0.0	737.255	2052.23	0.79658	-2.25345	-1009002,21		0
8483	1009113	1801.05	0.0	220.3	1821.38	-0.668388	1.66174	1009002,21,21		0
8484	1000993	1801.1	0.0	173.613	1877.72	-1.78302	-1.17056	-1009002,21		0
8485	1009313	1801.22	0.0	1188.37	2159.91	0.0778668	2.11896	-1009002,21,21		0
8489	1009223	1801.05	0.0	1421.62	2294.88	-0.0289191	-0.963926	-1009002,21		0
8491	1009113	1801.05	0.0	990.715	2116.95	-0.490945	-2.98519	1009002,21		0
8492	1009313	1801.22	0.0	756.951	1995.52	0.513316	0.409395	1009002,21,21		0
8493	1009213	1801.05	1.0	1208.88	2769.44	-1.15203	3.07936	1009002,21,21,21		0
8494	1009223	1801.05	0.0	1167.88	2489.22	-0.936267	-0.0888899	-1009002,5		0
8495	1009223	1801.05	0.0	263.335	1889.86	-1.41211	0.14203	1009002,21,21		0
8496	1092214	1801.38	-1.0	93.9406	1925.34	2.66732	-2.54969	-1009002,21		0
8497	1009213	1801.05	1.0	864.427	2005.92	0.207714	1.50371	1009002,21		0
8500	1092214	1801.38	1.0	795.681	2279.66	-1.16289	-1.5935	-1009002,21,21		0
8502	1009113	1801.05	0.0	531.089	1907.5	0.596192	-1.57058	-1009002,21		0
8507	1000993	1801.1	0.0	354.048	2357.57	2.13717	1.22843	1009002,2101		0
8509	1092114	1801.38	0.0	80.8424	1839.01	-2.20245	2.60467	-1009002,21,21		0
8511	1009313	1801.22	0.0	206.841	1922.47	1.84677	1.47249	1009002,21,21		0
8512	1092214	1801.38	1.0	457.365	1867.91	0.398215	-0.194267	1009002,21,21		0
8513	1009223	1801.01	0.0	471.748	1862.5	-0.110769	2.97991	-1009002,2		0
8514	1009223	1801.05	0.0	1202.62	2226.04	0.416073	1.25558	-1009002,21		0
8516	1009213	1801.05	1.0	715.951	2475.15	1.50888	-2.04614	1009002,21		0
8517	1009213	1801.05	1.0	630.888	1933.04	-0.470581	-0.837518	-1009002,21,21		0
8518	1009313	1801.22	0.0	490.41	1994.19	1.15535	-0.207807	-1009002,21		0
8519	1009213	1801.05	-1.0	611.012	2108.52	1.18916	2.84999	-1009002,21		0
8520	1009223	1801.05	0.0	646.428	1921.98	0.274757	-0.277197	1009002,-2		0
8521	1009213	1801.05	-1.0	879.197	2023.65	0.313276	-1.32054	-1009002,21		0
8522	1000993	1801.1	0.0	918.129	2136.12	0.694364	1.9098	1009002,21		0
8525	1009223	1801.05	0.0	1215.95	2210.57	-0.327477	-2.99642	1009002,21,21		0
8526	1000993	1801.1	0.0	1150.62	2140.08	0.0952143	0.558477	-1009002,21		0
8528	1009223	1801.05	0.0	1060.87	2235.73	0.691337	-0.379038	-1009002,21		0
8529	1009223	1801.05	0.0	1063.52	2104.09	-0.213444	2.76364	1009002,21		0
8531	1009113	1801.55	0.0	1368.91	2478.64	-0.684562	-0.204497	-1009002,1		0
8532	1009113	1801.05	0.0	1349.82	2380.55	0.54677	2.92593	1009002,21,21		0
8533	1009323	1801.22	-1.0	1187.48	2249.87	-0.514499	0.718422	-1009002,21		0
8534	1009213	1801.05	1.0	930.8	2378.25	1.10008	-2.56804	1009002,-1		0
8535	1009313	1801.22	0.0	863.233	2041.14	0.469468	-2.88798	1009002,21,21		0
8538	1009113	1801.05	0.0	851.097	2459.74	-1.2985	0.263027	-1009002,21		0
8539	1009223	1801.05	0.0	1312.88	2465.75	0.735302	2.65263	-1009002,21,21		0
8542	1009223	1801.05	0.0	1353.65	2368.38	-0.516137	-0.539189	-1009002,21,21		0
8544	1009223	1801.05	0.0	98.8175	1948.31	2.70618	-2.11397	-1009002,3		0
8545	1009323	1801.22	1.0	96.8277	2640.46	3.68522	1.19743	1009002,21,21,21		0
8546	1009333	1801.4	0.0	941.596	2035.96	-0.123084	-2.83419	-1009002,21,21		0
8547	1009323	1801.22	-1.0	974.007	2400.78	-1.07032	0.374112	1009002,21,21		0
8549	1009213	1801.05	1.0	1098	2146.8	0.355996	-1.59831	-1009002,21,21		0
8550	1000993	1801.1	0.0	1108.26	2370.39	0.857251	1.55342	1009002,21		0
8552	1009313	1801.22	0.0	135.644	2375.3	3.12619	-0.862486	1009002,21		0
8553	1009213	1801.05	-1.0	98.6434	2086.42	-3.05908	3.00255	-1009002,21		0
8554	1092114	1801.38	0.0	2346.08	3025.69	-0.268274	-1.61535	1009002,21,21,21		0
8555	1009213	1801.05	1.0	2350.53	3046.93	-0.300765	1.5259	-1009002,21,21		0
8556	1009213	1801.05	-1.0	1479.66	2343.84	0.165378	-2.35815	-1009002,21		0
8558	1009213	1801.05	1.0	1504.23	2970.35	-1.02278	0.780823	-1009002,21,21		0
8559	1009323	1801.22	-1.0	383.032	4039.68	-2.9353	-2.68078	-1009002,21		0
8560	1009223	1801.05	0.0	173.477	1911.58	-1.98062	-0.11714	1009002,21,21		0
8561	1009213	1801.05	1.0	215.734	1842.06	-1.18733	-0.996087	-1009002,21,21		0
8562	1009113	1801.05	0.0	306.784	1827.06	0.0519547	2.60258	1009002,21		0
8564	1009213	1801.05	1.0	598.747	2014.02	0.967272	1.88368	1009002,21		0
8566	1091114	1801.38	1.0	731.34	1952.34	-0.241566	-1.24159	-1009002,21		0
8567	1009113	1801.05	0.0	1170.65	2240.42	-0.520045	-3.03462	-1009002,21		0
8568	1009213	1801.05	-1.0	1084.09	2482.89	-1.02793	-0.0762547	1009002,21		0
8569	1009223	1801.05	0.0	1205.5	2669.19	1.07385	2.05709	-1009002,21,21,21		0
8570	1009213	1801.05	1.0	1223.79	2255.31	0.46321	-1.12532	1009002,21,21		0
8575	1009213	1801.05	1.0	543.574	2601.16	-1.91062	2.84351	-1009002,21,21		0
8576	1092114	1801.38	0.0	538.703	2040.95	1.18012	-0.374097	1009002,21		0
8579	1009313	1801.22	0.0	122.572	3264.69	3.79337	-3.00613	-1009002,21,21		0
8582	1093224	1801.55	1.0	160.666	1910.34	-2.05181	-0.378444	1009002,21,21		0
8583	1009213	1801.05	1.0	392.321	1940.7	-1.22085	-0.662335	-1009002,21,21		0
8586	1009223	1801.05	0.0	497.069	2133.01	-1.47458	2.34139	1009002,21,21,21		0
8588	1009213	1801.05	1.0	1584.79	2882.6	-0.88731	2.0602	-1009002,21		0
8589	1009213	1801.05	1.0	1485.28	2342.25	0.127923	-1.04775	1009002,21,21		0
8590	1009323	1801.22	-1.0	263.138	1822.19	-0.306634	1.09558	-1009002,21,21		0
8591	1009323	1801.22	1.0	290.125	1824.54	-0.0655404	-2.07135	1009002,-3		0
8594	1093214	1801.55	0.0	585.954	1927.32	0.573053	1.43883	-1009002,21		0
8595	1009213	1801.05	-1.0	368.874	2500.85	2.23	-1.7895	1009002,21		0
8598	1009223	1801.05	0.0	2662.03	3676.13	0.628151	2.48791	-1009002,21		0
8601	1009313	1801.22	0.0	2671.59	3354.07	0.342019	-0.654707	1009002,21		0
8604	1009223	1801.05	0.0	1026.78	3109.97	-1.55328	0.105819	-1009002,21		0
8606	1009213	1801.05	1.0	980.222	2113.69	0.50193	-3.03174	1009002,21		0
8608	1009223	1801.05	0.0	1464.05	2330.32	0.141462	-1.25896	-1009002,21		0
8609	1093324	1801.72	0.0	1367.29	2569.32	0.802514	1.87243	1009002,21,21		0
8610	1009113	1801.05	0.0	207.337	2491.74	2.80635	-2.26553	1009002,21,21		0
8611	1009113	1801.05	0.0	172.615	1826.38	1.16308	1.00052	-1009002,21		0
8612	1009113	1801.05	0.0	771.3	2792.91	-1.67674	-0.904231	1009002,21		0
8615	1009213	1801.05	1.0	776.643	1962.36	0.0804497	2.23546	-1009002,21,21		0
8617	1009223	1801.05	0.0	213.1	2321.2	2.61519	-0.390227	-1009002,5		0
8618	1009223	1801.05	0.0	204.992	2435.05	2.76796	2.64369	1009002,-2		0
8619	1009213	1801.05	-1.0	1234.4	2264	-0.467594	0.906465	-1009002,21,21,21		0
8622	1000993	1801.1	0.0	1231.33	3014.45	-1.29538	-2.23765	1009002,21,21		0
8623	1000993	1801.1	0.0	308.675	2052.89	1.82808	-1.29576	1009002,21,21,21		0
8626	1009223	1801.05	0.0	309.194	1835.21	0.523037	1.68842	-1009002,21,21		0
8628	1009223	1801.05	0.0	502.929	1964.85	1.01564	-2.09442	-1009002,21		0
8629	1009223	1801.05	0.0	532.775	1937.14	0.801452	1.04105	1009002,21		0
8633	1009323	1801.22	1.0	1363.44	3344.89	-1.35491	-1.28385	-1009002,21,21		0
8636	1009323	1801.22	-1.0	1388.61	2459.93	-0.632075	1.83403	1009002,21		0
8637	1009113	1801.05	0.0	1529.18	2386.2	0.21695	-0.623236	1009002,21		0
8638	1009213	1801.05	-1.0	1171.6	3704.85	-1.67514	2.30361	1009002,-1		0
8640	1009213	1801.05	-1.0	379.944	1841.11	0.103929	-0.567993	-1009002,21		0
8644	1009213	1801.05	1.0	301.267	1854.03	0.926323	2.12894	1009002,21,21		0
8649	1000993	1801.1	0.0	1398.93	2280.61	-0.00998263	-0.91109	-1009002,1		0
8650	1009213	1801.05	1.0	1397.37	2309.47	-0.262062	2.23299	1009002,-1		0
8651	1009223	1801.05	0.0	534.504	1975.35	-0.978262	0.593294	1009002,21		0
8653	1009223	1801.05	0.0	536.701	3297.2	-2.32178	-2.53606	-1009002,21,21		0
8656	1009113	1801.05	0.0	541.149	2131.68	1.37675	2.69533	1009002,21,21		0
8663	1092224	1801.38	-2.0	543.593	2020.04	-1.10974	-0.451926	1009002,21,21		0
8664	1009213	1801.05	1.0	321.519	1933.97	-1.42105	1.02151	1009002,21,21		0
8666	1009223	1801.05	0.0	324.798	2010	1.66893	-2.12558	-1009002,21		0
8667	1009323	1801.22	-1.0	787.583	2041.23	0.650745	-2.80898	-1009002,21,21,21		0
8671	1009113	1801.05	0.0	748.331	2905.38	1.77905	0.264173	-1009002,21,21,21		0
8672	1009213	1801.05	1.0	873.083	2010.42	-0.214854	1.9785	-1009002,21		0
8673	1000993	1801.1	0.0	738.615	1970.55	0.403134	-1.49498	1009002,-4		0
8674	1009113	1801.05	0.0	442.494	1892.11	0.768982	-1.21524	-1009002,21,21		0
8676	1009213	1801.05	-1.0	444.696	2097.26	1.52959	1.04493	-1009002,21,21		0
8677	1000993	1801.1	0.0	847.196	2182.64	-0.921245	-0.299138	-1009002,21,21		0
8678	1009313	1801.22	0.0	1132.91	2190.36	-0.443783	2.21733	-1009002,21,21		0
8681	1009213	1801.05	1.0	316.926	2148.46	1.98158	-0.826618	-1009002,21,21		0
8682	1009213	1801.05	-1.0	294.975	2000.54	1.74573	2.29005	1009002,21		0
8689	1000993	1801.1	0.0	898.4	3526.62	1.8868	-0.78974	1009002,21,21		0
8690	1009313	1801.22	0.0	874.127	2103.04	0.682159	2.36129	-1009002,21,21		0
8693	1009323	1801.22	-1.0	761.502	2729.13	-1.64718	-0.931261	-1009002,21,21		0
8695	1009223	1801.05	0.0	799.078	1971.16	-0.0702137	2.1862	1009002,21,21		0
8696	1009323	1801.22	1.0	800.318	2956.36	1.73737	-0.978967	-1009002,21,21		0
8697	1009323	1801.22	-1.0	772.215	2899.41	1.7421	2.17247	1009002,21		0
8699	1000993	1801.1	0.0	1462.74	4410.71	1.6709	-1.93785	-1009002,21,21		0
8701	1009113	1801.05	0.0	1259.22	2199.79	-0.0780062	1.45788	1009002,21,21		0
8703	1092214	1801.38	-1.0	1041.29	2102.21	-0.284326	0.455298	-1009002,21,21		0
8704	1009323	1801.22	1.0	1033.93	2793.73	1.35395	-2.69175	-1009002,21		0
8706	1000993	1801.1	0.0	978.418	2459.8	1.1321	2.26638	-1009002,21,21		0
8707	1009213	1801.05	1.0	966.3	2049.34	-0.153914	-0.868534	1009002,21		0
8708	1009213	1801.05	-1.0	548.497	2252.02	1.55133	-0.822384	-1009002,21		0
8709	1009323	1801.22	1.0	554.017	2389.02	1.70168	2.2941	1009002,21		0
8713	1092114	1801.38	0.0	1021.55	2192.71	-0.657185	1.39578	1009002,21		0
8714	1009213	1801.05	1.0	732.447	2049.88	0.798897	-2.01974	1009002,21		0
8717	1009313	1801.22	0.0	536.672	2303.18	1.63998	-0.556731	-1009002,21,21,21		0
8718	1091114	1801.38	-1.0	214.954	2242.62	-2.51348	0.562148	1009002,-3		0
8726	1009313	1801.22	0.0	912.042	2667.47	1.40332	2.50659	1009002,21,21,21,21		0
8728	1009333	1801.4	0.0	911.229	2279.03	0.990551	-0.706071	-1009002,21		0
8731	1009213	1801.05	-1.0	331.644	1879.83	1.06573	1.83927	-1009002,21,21		0
8733	1009313	1801.22	0.0	338.936	2192.1	-1.97879	1.08565	-1009002,3		0
8734	1009313	1801.22	0.0	887.474	2042	0.406879	-0.321239	-1009002,21,21		0
8735	1009323	1801.22	-1.0	875.061	2002.83	-0.0390597	2.83638	1009002,21,21		0
8736	1091114	1801.38	1.0	1322.48	2676.81	0.959891	-1.09945	-1009002,21,21,21,21		0
8738	1009323	1801.22	-1.0	1271.69	2339.53	0.581693	1.90009	1009002,21,21,21		0
8740	1009223	1801.05	0.0	1371.25	2474.54	0.676249	0.486741	-1009002,21		0
8741	1009213	1801.05	-1.0	1374.8	3344.04	-1.34505	-2.65727	1009002,21		0
8742	1009213	1801.05	-1.0	1149.05	2139.1	0.0938651	1.80257	-1009002,21,21		0
8743	1009213	1801.05	1.0	1140.29	2997.4	1.3735	-1.35441	1009002,21,21		0
8745	1009213	1801.05	1.0	628.626	1952.6	0.622087	0.654711	-1009002,21,21		0
8749	1009213	1801.05	-1.0	596.096	2276.15	-1.49171	-2.47536	1009002,21		0
8750	1092114	1801.38	0.0	786.377	2249.74	1.13324	1.34315	1009002,21		0
8751	1009213	1801.05	1.0	790.316	2306.52	-1.20828	-1.72443	-1009002,21,21		0
8755	1009223	1801.05	0.0	669.131	1921.36	-0.0139516	2.10069	-1009002,21		0
8756	1009223	1801.05	0.0	883.12	2997.33	-1.65535	-1.37251	1009002,21,21,21		0
8757	1009313	1801.22	0.0	313.076	1880.96	-1.14528	-1.26552	1009002,21,21		0
8758	1009223	1801.05	0.0	254.445	1960.77	1.779	1.89335	-1009002,21,21,21,21		0
8760	1009213	1801.05	-1.0	1869.22	2727.55	0.434383	-2.74508	1009002,-3		0
8762	1009213	1801.05	1.0	1849.94	2588.08	0.0966492	0.402026	-1009002,21,21		0
8764	1009223	1801.05	0.0	1093.32	3383.64	-1.61772	2.47935	1009002,21,21		0
8766	1009213	1801.05	1.0	1162.95	2367.06	0.78094	-0.658145	1009002,21,21		0
8768	1009223	1801.05	0.0	466.768	1964.56	1.10937	-0.396306	1009002,-2		0
8769	1009223	1801.05	0.0	476.329	1937.59	0.962408	2.73913	-1009002,21,21		0
8770	1009223	1801.05	0.0	698.334	1949.37	0.366777	-2.95161	-1009002,21,21		0
8772	1009333	1801.4	0.0	667.335	2024.36	0.850478	0.169575	-1009002,21		0
8773	1009113	1801.05	0.0	780.201	1988.52	-0.398201	-0.18531	1009002,21		0
8777	1000993	1801.1	0.0	805.207	2020.02	0.515573	2.95734	-1009002,21,21		0
8782	1092114	1801.38	0.0	578.056	1906.33	0.395285	-1.06313	-1009002,1		0
8786	1009223	1801.05	0.0	645.47	2348.84	1.4922	2.05067	1009002,21,21		0
8788	1009213	1801.05	1.0	377.926	1845.67	-0.364855	2.63107	-1009002,21,21		0
8790	1009223	1801.05	0.0	389.585	1891.29	0.945841	-0.47904	-1009002,21		0
8792	1009223	1801.05	0.0	1074.48	2209.86	-0.609775	0.703812	1009002,21		0
8794	1009223	1801.05	0.0	1101.45	2148.13	-0.352906	-2.44293	-1009002,21,21		0
8795	1009313	1801.22	0.0	1002.29	2068.78	0.174357	2.90994	-1009002,21		0
8796	1009213	1801.05	-1.0	874.497	2341.44	-1.13112	-0.214644	1009002,-3		0
8798	1009213	1801.05	-1.0	955.648	2274.46	-0.919607	-0.0516499	1009002,21,21		0
8800	1000993	1801.1	0.0	906.285	2137.13	-0.718399	3.1169	-1009002,2		0
8805	1092114	1801.38	0.0	32.6129	2483.43	-4.65232	2.30989	-1009002,21,21,21		0
8807	1009113	1801.05	0.0	412.334	2024.15	-1.4458	1.17138	1009002,-2		0
8810	1009213	1801.05	-1.0	803.973	2301.79	-1.18135	0.739374	-1009002,21,21		0
8811	1000993	1801.1	0.0	922.13	2074.2	-0.476365	-2.43357	1009002,21		0
8814	1093224	1801.55	-1.0	1019.88	2126.06	-0.45846	-0.354326	1009002,2203		0
8817	1009113	1801.05	0.0	948.614	2035.66	0.0167936	2.77642	-1009002,21,21		0
8818	1009113	1801.05	0.0	140.592	2460.05	-3.16953	-2.70705	-1009002,21,21		0
8819	1092114	1801.38	0.0	84.5936	2615.54	-3.80247	0.719662	1009002,21		0
8820	1009213	1801.71	1.0	483.246	2138.2	-1.51409	-2.27691	-1009002,2		0
8821	1009313	1801.22	0.0	486.936	2156.29	-1.53771	0.871054	1009002,21,21		0
8824	1009213	1801.05	-1.0	547.378	2346.28	-1.66882	-2.04277	1009002,21,21		0
8826	1009323	1801.22	1.0	559.475	2164.51	1.3971	1.10475	-1009002,21,3		0
8827	1009113	1801.05	0.0	769.235	2047.03	0.712548	2.87897	1009002,21		0
8829	1009213	1801.05	1.0	795.604	2186.74	-1.01325	-0.292112	1009002,21,21		0
8830	1009113	1801.05	0.0	227.441	1940.29	1.82213	-0.179999	-1009002,21		0
8832	1009113	1801.05	0.0	244.008	2364.24	2.52362	3.01552	1009002,21		0
8835	1000993	1801.1	0.0	297.186	3082.83	2.82008	-2.12245	-1009002,21		0
8837	1009213	1801.05	1.0	299.176	2485.41	-2.43024	1.14789	1009002,21		0
8840	1009113	1801.05	0.0	602.44	2195.38	-1.36402	-2.13049	1009002,21,21		0
8841	1009213	1801.05	-1.0	553.833	1974.25	-0.925802	0.941145	-1009002,21,21		0
8842	1009113	1801.05	0.0	608.404	2759.68	-1.90581	0.732212	1009002,21		0
8843	1009213	1801.05	1.0	604.748	2044.11	-1.04585	-2.41039	-1009002,21		0
8847	1009213	1801.05	1.0	251.833	1940.7	-1.71579	2.4329	-1009002,21		0
8848	1009213	1801.05	1.0	237.818	1866.67	-1.35253	-0.7426	1009002,21		0
8849	1009213	1801.05	-1.0	574.095	4500.66	2.66019	-2.11284	-1009002,21		0
8851	1000993	1801.1	0.0	576.862	1916.68	-0.51642	1.03894	1009002,21		0
8853	1009213	1801.05	-1.0	1437.48	2307.29	-0.080619	-2.34536	-1009002,21		0
8854	1009223	1801.05	0.0	1408.65	2377.77	0.44804	0.778352	1009002,21		0
8858	1009223	1801.05	0.0	951.44	3540.9	-1.83233	-0.56376	-1009002,2		0
8859	1009213	1801.05	1.0	955.324	2675.72	-1.35721	2.57456	1009002,21		0
8862	1009223	1801.05	0.0	989.603	2756.16	-1.3773	2.4921	-1009002,21,21		0
8864	1009223	1801.05	0.0	1056.62	2874.14	-1.38353	-0.698138	1009002,21,21,21,21		0
8865	1000993	1801.1	0.0	554.577	1884.55	-0.0058861	0.785741	-1009002,21,21		0
8868	1009323	1801.22	-1.0	466.829	2443.95	-1.93622	-2.4257	1009002,21		0
8869	1009213	1801.05	-1.0	1342.57	2246.4	-0.00349351	-1.05815	-1009002,21,21		0
8870	1009223	1801.05	0.0	1320.73	2589.56	-0.875943	2.07028	1009002,21,21		0
8871	1009213	1801.05	1.0	522.067	1958.96	-0.940616	-1.67604	1009002,21,21		0
8872	1009223	1801.05	0.0	524	1942.33	0.854519	1.52514	-1009002,21		0
8874	1009213	1801.05	-1.0	521.363	2039.16	1.21539	2.85553	-1009002,21		0
8875	1009223	1801.05	0.0	558.017	2334.71	1.63505	-0.341741	1009002,21		0
8876	1009213	1801.05	-1.0	345.993	1855.68	0.746483	-0.954972	-1009002,3		0
8877	1092224	1801.38	2.0	346.484	1877.23	-0.98409	2.18866	1009002,21,21		0
8878	1092114	1801.38	0.0	1064.49	2646.09	1.20672	-0.361648	-1009002,21,21,21,21		0
8879	1009213	1801.05	-1.0	1092.56	2106.55	-0.00804409	2.72443	1009002,21,21		0
8880	1009213	1801.05	1.0	722.97	1946.81	-0.210999	3.05462	1009002,21,21		0
8885	1009223	1801.05	0.0	684.966	1944.56	0.372969	-1.22586	-1009002,21		0
8886	1009313	1801.22	0.0	317.558	1900.2	1.26092	-1.3821	1009002,21,21		0
8887	1009213	1801.05	-1.0	463.47	2149.78	1.58091	2.05303	-1009002,21,21		0
8890	1009213	1801.05	1.0	1489.06	2822.69	0.925372	-1.83308	-1009002,21,21		0
8892	1009113	1801.05	0.0	1326.59	2268.59	0.281193	1.26641	1009002,-2		0
8895	1009213	1801.05	1.0	168.628	2247.15	-2.76478	0.815741	-1009002,21		0
8896	1009113	1801.05	0.0	45.2851	1863.99	3.05236	-2.09519	1009002,-1		0
8897	1092114	1801.38	0.0	860.152	2162.1	0.856845	-0.107557	1009002,21,21		0
8898	1000993	1801.1	0.0	832.749	2062.59	0.632854	3.11606	1009002,21		0
8899	1009223	1801.05	0.0	850.364	2785.34	-1.56618	0.766856	1009002,21,21		0
8900	1000993	1801.1	0.0	825.552	2996.73	-1.72715	-2.3821	-1009002,21,21		0
8906	1009213	1801.05	1.0	429.675	1958.02	-1.1847	-0.360743	-1009002,21		0
8910	1009223	1801.05	0.0	498.264	2100.95	1.41052	2.98922	1009002,21,21		0
8911	1009313	1801.22	0.0	278.396	1990.63	-1.77822	-0.288286	-1009002,21		0
8912	1093114	1801.55	-1.0	280.153	1857.41	-1.05785	2.85184	1009002,21,21,21		0
8913	1093214	1801.55	0.0	828.745	2111.78	0.791023	-0.569041	-1009002,21,21		0
8915	1000993	1801.1	0.0	767.861	2004.72	0.534765	2.51048	-1009002,21,21		0
8916	1009323	1801.22	-1.0	746.025	3785.3	2.1761	0.415128	1009002,21,21,21		0
8919	1000993	1801.1	0.0	1033.99	2114.07	0.373487	-2.60179	-1009002,21,21		0
8921	1009223	1801.05	0.0	831.021	2415.21	1.27943	-0.600236	-1009002,21,21		0
8922	1009223	1801.05	0.0	886.531	2966.48	1.63364	2.55305	1009002,21,21,21		0
8923	1009113	1801.05	0.0	978.185	2070.01	-0.292668	-0.486732	-1009002,21		0
8925	1009113	1801.05	0.0	853.862	2053.57	0.550588	2.76414	-1009002,21,21		0
8927	1009213	1801.05	1.0	1411.27	2288.2	-0.0142996	-0.703533	1009002,21,21,21		0
8928	1009223	1801.05	0.0	1495.44	4117.93	1.5564	2.4489	1009002,-1		0
8929	1092114	1801.38	0.0	725.491	1941.99	0.00625641	-2.16199	-1009002,21,21		0
8930	1009213	1801.05	-1.0	714.33	2114.73	-1.00713	1.05045	1009002,21,21		0
